median_x,median_y,median_z,len(points),areaXZ,densitatXZ,median_nx,median_ny,median_nz,median_diff,median_m3c2,stdev_nx,stdev_ny,stdev_nz,stdev_diff,stdev_m3c2,c_areaXZ,c_densitatXZ,c_median_nx,c_median_ny,c_median_nz,c_median_diff,c_median_m3c2,c_stdev_nx,c_stdev_ny,c_stdev_nz,c_stdev_diff,c_stdev_m3c2,outliers,outliers_dens,stdev_z_scores,median_z_scores,dispX,dispY,dispZ,significant_change,stdev_Npoints_cloud1,stdev_Npoints_cloud2,stdev_IQR_cloud1,stdev_IQR_cloud2,median_Npoints_cloud1,median_Npoints_cloud2,median_IQR_cloud1,median_IQR_cloud2,c_significant_change,c_stdev_Npoints_cloud1,c_stdev_Npoints_cloud2,c_stdev_IQR_cloud1,c_stdev_IQR_cloud2,c_median_Npoints_cloud1,c_median_Npoints_cloud2,c_median_IQR_cloud1,c_median_IQR_cloud2,label
18.10694885,66.20985413,746.8093262,144,0.033697,4273.43457,-0.01465,0.9012,0.2786,0.07565,0.001,0.263222,0.067121,0.185295,0.021211,nan,0.003301,43628.125,-0.0878,0.9501,0.1939,0.0753,0.0048,0.234684,0.062168,0.160308,0.028027,0.004793,2,0.013889,1.00349,-0.332324,-0.000999,-0.039948,0.001282,0.888889,2.189176,9.664835,0.000698,0.012355,12,13,0.0015,0.0076,1,1.633998,14.539906,0.000647,0.017909,12,14,0.0015,0.0093,0
18.40710068,66.46140289,746.623291,123,0.042446,2897.770752,-0.2617,0.676,0.6528,0.1167,nan,0.204344,0.139947,0.175089,0.029524,nan,0.003727,33002.97266,-0.22625,0.71285,0.5772,0.1158,nan,0.173395,0.186488,0.189269,0.00427,nan,1,0.00813,1.00409,0.034922,0.010301,0.01115,-0.005219,0.804878,1.915028,10.408356,0.001907,0.012504,11,10,0.0014,0.006,0.705882,2.206173,3.809759,0.001583,0.002379,12,6,0.00195,0.0031,0
17.49699974,65.89785004,747.211792,236,0.062685,3764.875488,-0.138,0.71525,0.56975,0.0664,0.00355,0.405082,0.222432,0.396765,0.03154,0.01178,0.006579,35872.16406,-0.0971,0.7551,0.6083,0.0654,0.0022,0.314517,0.194646,0.340784,0.019914,0.004493,7,0.029661,1.002125,-0.386279,-0.0284,-0.001247,-0.008301,0.995763,3.23081,20.283222,0.002779,0.028516,12.5,14,0.0026,0.00535,1,2.668181,16.150742,0.001935,0.021825,12,16,0.0022,0.004,0
17.29985046,65.84279633,747.3950195,182,0.074455,2444.426025,-0.195,0.8909,0.39285,0.07285,nan,0.136673,0.078647,0.177165,0.016626,nan,0.006713,27110.67773,-0.1638,0.9236,0.307,0.0718,0.0041,0.120191,0.042794,0.106349,0.009691,0.002026,1,0.005495,1.002759,-0.318988,0.0134,0.000446,-0.013275,0.93956,1.65073,13.36731,0.001145,0.012321,11,13,0.0014,0.0067,1,1.041194,5.622109,0.00063,0.005039,11,14,0.0014,0.0079,0
17.39414978,66.03114319,746.9349976,148,0.026264,5635.058105,-0.38985,0.86155,0.27085,0.0709,0.0027,0.294525,0.215723,0.222081,0.125428,0.003777,0.002424,61050.61719,-0.4989,0.79055,0.4117,0.07095,0.00245,0.170382,0.202985,0.175452,0.004701,0.000899,1,0.006757,1.003396,-0.112208,-0.023551,0.008045,0.008636,1,6.745944,9.222892,0.008546,0.016194,12,12,0.0012,0.00475,1,2.417339,2.863539,0.000478,0.001953,12,11,0.0011,0.00385,0
17.81030083,66.2036972,746.8828125,45,0.007948,5661.864258,-0.1355,0.9186,0.0992,0.0838,0.0053,0.240729,0.145247,0.360967,0.027227,0.002157,0.00038,118520.3672,0.13435,0.94545,0.1695,0.09565,0.00645,0.260316,0.065683,0.28775,0.003433,0.001797,1,0.022222,1.0113,-0.059594,0.006051,0.006348,-0.001343,1,2.803857,7.406863,0.001742,0.007484,15,18,0.0021,0.0104,1,2.073644,6.83374,0.001387,0.006299,13.5,22.5,0.00205,0.01585,0
16.59259987,65.36579895,748.0535889,419,0.099703,4202.494141,-0.1963,0.6855,0.6375,0.1166,nan,0.246777,0.158646,0.248496,0.037761,nan,0.009217,45459.85938,-0.09655,0.6874,0.7222,0.13035,0.00435,0.119471,0.078907,0.118526,0.012769,0.002316,2,0.004773,1.001195,-0.217176,0.0008,0.016499,0.012299,0.968974,3.937649,12.145894,0.010161,0.011651,12,13,0.0011,0.0077,1,2.093137,5.710196,0.000225,0.005063,10,13.5,0.0009,0.0077,0
16.10055161,65.84370422,746.7548828,74,0.019573,3780.792236,-0.4777,0.8508,0.14155,0.2147,0.0036,0.192874,0.106962,0.17376,0.033601,nan,0.001647,44916.82813,-0.4195,0.8786,0.1696,0.1971,0.0037,0.114504,0.174271,0.169628,0.047649,0.018901,1,0.013514,1.006826,0.03288,-0.007899,0.009502,-0.004272,0.959459,9.399137,15.005762,0.034233,0.025169,13,9,0.0022,0.00405,1,21.943693,29.350883,0.081651,0.046719,14,12,0.0022,0.0066,0
15.62434959,65.47119904,746.3852539,48,0.009465,5071.496094,0.13135,0.80515,-0.215,0.1096,0.0034,0.228008,0.166494,0.455738,0.018088,0.007871,0.000059,808492.1875,0.0393,0.97585,-0.16925,0.11125,0.00295,0.091594,0.010819,0.192524,0.008332,0.000585,2,0.041667,1.010582,0.007449,0.00025,-0.0079,0.017975,1,3.814865,14.054085,0.00201,0.023808,13,18,0.0026,0.005,1,4.645787,6.238322,0.000942,0.00194,18.5,17,0.0027,0.00565,0
16.22124863,65.63415527,747.0540772,104,0.024536,4238.616699,-0.22755,0.8363,0.2929,0.0787,0.00615,0.398182,0.233844,0.518506,0.02255,0.013368,0.002013,51672.84375,-0.1483,0.9118,0.1375,0.0838,0.0069,0.304212,0.174907,0.400637,0.014309,0.002832,3,0.028846,1.004843,-0.262266,0.0147,-0.002098,-0.018097,1,22.522041,19.063744,0.052615,0.043492,14,19.5,0.003,0.01175,1,4.094641,11.700202,0.002579,0.011021,12,24,0.0037,0.0141,0
16.82740021,65.77690125,747.1641235,123,0.02279,5397.135742,-0.3733,0.6942,0.4246,0.0837,0.0053,0.57874,0.275699,0.292322,0.058685,0.007154,0.002147,57296.71484,-0.5026,0.6022,0.4399,0.0867,0.0029,0.608702,0.298597,0.269795,0.07438,0.005263,1,0.00813,1.00409,-0.282157,-0.003349,-0.007896,-0.001282,1,5.80533,13.945287,0.019462,0.022467,12,20,0.0011,0.0103,1,4.909672,8.259879,0.004872,0.01406,12,19,0.0013,0.0062,0
16.63960075,65.69429779,747.2498779,66,0.014988,4403.554199,0.04235,0.94705,0.1579,0.08035,0.00445,0.305302,0.189542,0.307079,0.023902,0.004936,0.001049,62939.37109,0.0631,0.9499,0.18095,0.08445,0.0033,0.253544,0.092794,0.201531,0.004035,0.00307,2,0.030303,1.007663,0.027786,-0.005349,0.00465,0.004791,1,5.766736,17.787434,0.006814,0.023791,13,18.5,0.0024,0.00885,1,1.31887,2.860745,0.001415,0.007981,12,19.5,0.0014,0.0066,0
16.68935013,65.59399414,747.7591553,78,0.01604,4862.958008,-0.48935,0.568,0.42135,0.073,0.00535,0.391599,0.288059,0.308572,0.176497,0.011271,0.000795,98107.49219,-0.7161,0.4728,0.4289,0.07505,0.00495,0.277483,0.284334,0.233597,0.013406,0.003589,3,0.038462,1.006473,-0.210173,-0.010699,-0.0009,0.012909,1,2.671273,40.596584,0.002116,0.063674,13,19,0.003,0.0119,1,2.628922,6.724388,0.0011,0.010339,15,14,0.00345,0.00895,0
15.82354927,65.60925293,748.0474854,2630,0.969759,2712.015137,-0.2445,0.87485,0.2605,0.37345,0.00835,0.312234,0.139299,0.346132,0.174987,nan,0.100403,26194.49805,-0.14885,0.8629,0.3382,0.2001,0.00465,0.282007,0.188105,0.492213,0.189677,0.021017,4,0.001521,1.00019,0.170518,-0.1452,0.043098,-0.041382,0.988973,3.439892,10.632421,0.022412,0.020626,12,15,0.0011,0.0081,1,3.225789,13.666485,0.048114,0.024267,12,16,0.0009,0.0088,0
15.78279972,65.75509644,747.1694946,105,0.023957,4382.912109,-0.5139,0.8391,0.1354,0.3182,0.0052,0.190897,0.245088,0.357291,0.247088,0.014966,0.001614,65036.14063,-0.5104,0.858,0.0817,0.30535,0.00395,0.095599,0.041533,0.089956,0.037861,0.001484,6,0.057143,1.004796,-0.208572,-0.0079,0.006348,0.006287,1,3.226862,18.611609,0.001962,0.041042,12,17,0.001,0.0097,1,3.161991,6.50404,0.00032,0.004049,11.5,12,0.001,0.0079,0
15.46234989,65.56079865,747.9170532,116,0.028402,4084.173096,-0.65965,0.74615,-0.06015,0.43475,0.0052,0.102201,0.089768,0.174746,0.083856,0.007353,0.001212,95689.46875,-0.6539,0.7529,-0.0426,0.43375,0.0046,0.06856,0.052384,0.173303,0.065305,0.001612,5,0.043103,1.004338,-0.201574,0.0108,-0.0061,-0.00351,1,3.515089,8.790085,0.020733,0.007932,15,16,0.001,0.00925,1,2.332633,7.699419,0.000408,0.005071,15,17,0.0009,0.01015,0
15.78069973,65.8187561,747.3292236,60,0.020003,2999.60791,-0.4861,0.81675,0.2684,0.31115,0.0055,0.219397,0.195467,0.217071,0.131442,0.00597,0.001113,53913.89063,-0.6147,0.74125,0.2684,0.14285,0.00725,0.171716,0.127481,0.235129,0.079115,0.001578,0,0,1.008439,0.334467,-0.01515,-0.005699,0.001648,1,3.104762,7.041443,0.00216,0.01479,12,16.5,0.0012,0.01105,1,4.880387,5.638074,0.003218,0.003961,10,13,0.0014,0.0145,0
16.43530083,65.4253006,748.2263184,95,0.026057,3645.915283,0.0117,0.8717,-0.2481,0.1131,nan,0.236632,0.118708,0.424506,0.084502,nan,0.001742,54548.82813,0.0425,0.9383,-0.2481,0.1051,0.0044,0.273063,0.120718,0.361583,0.091613,nan,2,0.021053,1.005305,-0.308116,-0.003949,0.002552,-0.000519,0.852632,4.605197,13.996784,0.002229,0.019956,15,9,0.0013,0.0091,0.909091,3.250291,6.145952,0.00201,0.006262,15,8,0.0012,0.005,0
16.13969994,65.41929626,748.3228149,51,0.010775,4733.241699,-0.4913,0.654,-0.4856,0.0801,0.0053,0.371541,0.184648,0.314936,0.06687,0.009745,0.000407,125322.4844,-0.5054,0.75785,-0.30745,0.10165,0.007,0.218287,0.235705,0.118322,0.012171,0.002112,1,0.019608,1.009951,-0.362863,0.0131,0.012096,-0.022003,1,2.646344,17.446007,0.003393,0.032181,14,17,0.0025,0.0094,1,1.414214,19.015345,0.000556,0.012482,11.5,30,0.0033,0.01875,0
15.24284935,65.19309998,748.6912231,840,0.21038,3992.779053,-0.20265,0.92125,0.27205,0.27915,nan,0.207346,0.08401,0.24433,0.108539,nan,0.02237,37550.52734,-0.15095,0.93535,0.2923,0.35275,0.00465,0.144187,0.054246,0.158313,0.117112,0.0109,3,0.003571,1.000596,0.078814,-0.0505,-0.015903,-0.005035,0.960714,4.237034,10.362703,0.00815,0.026495,11,14,0.0009,0.0072,1,2.598241,8.35648,0.010435,0.028641,11,15,0.0009,0.00835,0
14.89830017,65.01570129,748.4140015,77,0.01509,5102.605469,-0.1857,0.8657,0.431,0.0934,0.0056,0.337973,0.133893,0.302047,0.077879,0.009089,0.001116,69019.90625,-0.1471,0.89555,0.2041,0.11475,0.0053,0.29196,0.141332,0.319218,0.113193,0.012744,4,0.051948,1.006557,-0.324827,0.00305,-0.0005,-0.016022,1,7.342677,22.935986,0.018269,0.041057,12,22,0.0009,0.0129,1,3.544362,23.714622,0.00339,0.072697,11.5,18,0.0009,0.01015,0
14.91969967,65.04005432,748.6340332,274,0.05287,5182.539063,-0.4096,0.8186,0.33805,0.2579,0.0042,0.233135,0.179863,0.242475,0.057644,0.010886,0.003924,69826.41406,-0.2417,0.82415,0.3977,0.2614,0.0031,0.220407,0.149278,0.150888,0.046783,0.014072,2,0.007299,1.00183,-0.093475,-0.030601,0.038803,0.03418,1,4.405366,7.887566,0.014539,0.025145,12,17,0.0011,0.0073,1,4.062877,6.089585,0.013311,0.028809,12,13,0.0011,0.0051,0
15.0991497,65.15370178,748.1881104,112,0.030285,3698.203857,-0.1877,0.8476,0.35665,0.08555,0.0062,0.279521,0.188221,0.325691,0.104055,0.002858,0.002544,44021.24609,-0.3483,0.8428,0.3426,0.0936,0.0077,0.294746,0.22387,0.26128,0.017428,0.002782,3,0.026786,1.004494,-0.193759,-0.0085,-0.008198,-0.029449,1,3.372804,10.187334,0.003448,0.010497,13,17,0.0037,0.0116,1,3.65969,13.649542,0.002724,0.011095,12,18,0.0049,0.0151,0
14.79209995,64.92520142,748.5752564,114,0.014664,7774.098633,-0.3065,0.8311,0.42605,0.13415,0.0018,0.262688,0.26115,0.183229,0.071603,nan,0.001512,75379.57813,-0.2909,0.83015,0.4761,0.1492,0.00515,0.182165,0.247534,0.071716,0.017053,0.001676,1,0.008772,1.004415,-0.303474,0.0025,0.003998,0.004059,0.982456,4.612251,9.912414,0.032841,0.018796,12,14,0.001,0.00885,1,4.295162,6.797915,0.002648,0.005055,12,14,0.00095,0.00735,0
15.20224953,65.28450012,748.5184937,46,0.007246,6348.084961,-0.0122,0.92685,0.31485,0.1294,0.00345,0.19795,0.100403,0.228747,0.07373,0.002829,0,nan,0.095,0.9955,0.0011,0.1159,0.0062,0.182165,0.247534,0.071716,0.017053,0.001676,0,0,1.01105,-0.240901,-0.021101,-0.014999,0.010345,1,2.791291,6.170093,0.001057,0.007417,13.5,9,0.0017,0.0053,1,4.295162,6.797915,0.002648,0.005055,16,21,0.0035,0.0139,0
13.04279995,63.49319839,748.4326782,173,0.028107,6154.977539,-0.5311,0.4784,0.2302,0.0909,0.0054,0.372702,0.322862,0.552797,0.08331,0.006612,0.001917,90237.3125,-0.5704,0.5768,0.2316,0.0884,0.0046,0.405042,0.350213,0.368437,0.086352,0.00892,3,0.017341,1.002903,-0.160831,-0.0131,0.012199,-0.012024,1,5.065733,29.040995,0.004469,0.043755,17,20,0.0048,0.0094,1,5.523284,15.850552,0.003226,0.043734,15,17,0.0038,0.0079,0
13.37599945,64.07620239,748.8045044,172,0.063087,2726.394531,0.2737,0.9085,0.1694,0.09565,nan,0.401583,0.290445,0.287485,0.195794,nan,0.006722,25587.0293,0.2225,0.941,0.1577,0.0891,0.0085,0.344766,0.265819,0.214798,0.067668,0.008642,3,0.017442,1.00292,-0.271307,0.0019,-0.000452,0.012329,0.94186,3.3543,24.582739,0.002283,0.088164,14,19,0.00225,0.0151,1,3.077505,21.399006,0.002107,0.042546,14,22,0.0027,0.0198,0
13.10789967,64.11440277,748.7122192,81,0.027216,2976.227295,-0.3482,0.5203,0.6107,0.1094,0.0039,0.266892,0.187292,0.490936,0.027742,0.010246,0.002304,35158.53906,-0.3302,0.5007,0.7967,0.11215,0.0041,0.238101,0.180694,0.402967,0.027591,0.011943,0,0,1.006231,-0.161386,-0.00285,-0.003395,-0.008514,1,3.775285,11.304388,0.003121,0.019374,15,11,0.0034,0.005,1,2.541296,5.569589,0.002789,0.016306,15,7.5,0.0016,0.005,0
12.17109966,62.81420135,747.104126,125,0.007626,16391.69531,-0.7216,0.5229,0.3512,0.066,0.0025,0.207554,0.205556,0.335909,0.01667,0.009259,0.000137,913467.5625,-0.8043,0.4406,0.4232,0.0674,0.0018,0.14894,0.149798,0.205368,0.00259,0.000847,1,0.008,1.004024,-0.089187,-0.0088,-0.002098,-0.017029,1,12.726999,9.728627,0.009311,0.05098,15,16,0.0016,0.0047,1,3.250247,2.063107,0.000439,0.001997,17,15,0.0016,0.0034,0
12.11180019,62.89170074,749.5942993,371,0.13436,2761.24707,-0.0362,0.8628,0.0473,0.1295,nan,0.36704,0.251536,0.478885,0.048026,nan,0.013446,27592.7207,0.3187,0.86765,-0.06365,0.1327,0.00515,0.282643,0.23134,0.463686,0.043848,0.011227,3,0.008086,1.00135,-0.100761,0.01365,-0.0058,0.038147,0.940701,3.510012,16.879692,0.003434,0.070095,14,13,0.0025,0.0076,1,3.761308,10.505834,0.004424,0.026743,15,15,0.00285,0.0084,0
10.88019943,62.23249817,748.8328857,54,0.007096,7610.095703,-0.06765,0.97305,-0.03245,0.0687,0.0067,0.263097,0.225312,0.284358,0.010692,0.005062,0.000586,92113.80469,-0.0417,0.9885,0.1438,0.0808,0.0061,0.022151,0.015344,0.084146,0.008009,0.004919,2,0.037037,1.00939,-0.310138,0.01315,0.002449,0.016418,1,3.817875,24.411945,0.003438,0.026563,14,17,0.0017,0.0136,1,1.154701,5.964179,0.000341,0.009804,11,14,0.0008,0.0143,0
10.78369999,62.25709915,748.4338989,239,0.058142,4110.627441,-0.2361,0.8893,0.0855,0.0948,0.006,0.202752,0.185112,0.40967,0.02726,0.006089,0.00579,41278.80859,-0.1906,0.917,0.3603,0.1008,0.0073,0.104932,0.33401,0.466587,0.026774,0.013428,1,0.004184,1.002099,-0.239487,-0.0192,0.021849,-0.039734,1,4.912032,19.587633,0.003976,0.029538,14,21,0.0022,0.0138,1,2.141257,29.459223,0.002702,0.066225,14,22,0.0022,0.0161,0
10.2876997,62.15430069,749.7124023,58,0.014154,4097.73584,-0.1383,0.85585,0.36815,0.0782,0.0055,0.252184,0.254734,0.462722,0.034991,0.006823,0.00047,123472.0938,-0.2291,0.6731,0.66165,0.0864,0.0049,0.307144,0.258258,0.689644,0.00438,0.00435,1,0.017241,1.008734,-0.357871,-0.0166,0.000702,-0.017944,1,2.958117,27.507229,0.003124,0.050704,13,15,0.00395,0.00735,1,1.5,10.376255,0.001445,0.015348,12,13,0.0021,0.00815,0
9.88459969,61.8730011,749.4130249,182,0.044142,4123.071777,-0.2735,0.8471,0.0129,0.0759,0.0055,0.378873,0.249342,0.367356,0.021774,0.011013,0.004814,37807.94141,-0.3299,0.8689,0.12865,0.0756,0.00425,0.33501,0.248508,0.282376,0.011908,0.010033,3,0.016484,1.002759,-0.283508,0.003,-0.0005,0.000275,1,8.688569,11.874239,0.006182,0.035793,17,16,0.0044,0.0092,1,5.298072,5.538665,0.00292,0.027635,16,14.5,0.0033,0.0068,0
9.53689957,61.96730042,750.333374,385,0.102661,3750.2146,-0.3654,0.8884,0.0361,0.1756,0.0612,0.321658,0.229242,0.261147,0.060654,nan,0.008568,44933.66016,-0.2333,0.951,0.0333,0.158,0.006,0.357184,0.209742,0.236443,0.03144,nan,1,0.002597,1.001301,-0.133058,0.037849,0.0231,0.048889,0.958442,3.484156,8.482362,0.00214,0.054494,14,14,0.0023,0.0079,0.878049,3.699868,5.31794,0.002608,0.058761,14,11,0.002,0.007,0
9.09500027,61.83589935,750.4815064,59,0.008489,6950.340332,-0.7678,0.5613,0.2699,0.3302,0.0061,0.128034,0.169444,0.202873,0.037332,nan,0.000523,112809.7266,-0.7899,0.53535,0.3154,0.3536,0.00565,0.09532,0.116353,0.220516,0.030781,0.001877,0,0,1.008584,0.030221,0.0141,0.00495,-0.006958,0.932203,3.277092,7.571942,0.002529,0.026161,15,10,0.0016,0.0096,1,2.960856,6.360468,0.002578,0.006122,15,16,0.00185,0.012,0
9.96259975,62.06750107,750.1314697,75,0.021921,3421.380859,-0.0832,0.9113,0.2356,0.149,0.0051,0.305215,0.227623,0.422059,0.033446,0.011441,0.001605,46715.69922,-0.1583,0.94485,0.2861,0.15405,0.0026,0.157948,0.05599,0.153665,0.022152,0.005061,0,0,1.006734,0.621472,0.00085,0.00975,0.00827,1,5.599936,15.586007,0.007519,0.037745,14,14,0.0043,0.007,1,5.615455,2.32379,0.015489,0.001009,12.5,12.5,0.00175,0.00395,0
9.08855057,61.42565155,750.4986572,274,0.050676,5406.911621,-0.4561,0.6948,-0.0352,0.0854,0.0052,0.348056,0.26476,0.409535,0.140139,0.011319,0.005438,50384.03125,-0.4975,0.7719,-0.1109,0.0808,0.0051,0.248426,0.255473,0.374567,0.017029,0.010397,7,0.025547,1.00183,-0.180508,0.0193,-0.028799,0.010132,1,3.733767,14.888618,0.02446,0.035755,14,18,0.0019,0.01015,1,2.78992,12.675726,0.00164,0.028448,13,18,0.0019,0.0103,0
8.14560032,61.4131012,750.630188,169,0.037873,4462.230469,-0.8581,0.402,0.2301,0.1035,0.002,0.379963,0.172727,0.403649,0.128504,nan,0.001662,101711.6875,-0.3854,0.3331,-0.8187,0.394,0.0394,0.569151,0.15821,0.59195,0.182158,0.021984,1,0.005917,1.002972,-0.327371,0.0329,0.000202,-0.009918,0.988166,3.552647,17.018267,0.002783,0.078827,17,17,0.0012,0.007,1,3.716117,16.987391,0.002146,0.075588,16,18,0.0012,0.1054,0
8.83899975,61.36019897,750.7241821,45,0.01005,4477.827637,-0.5119,0.6476,-0.2267,0.0801,0.0082,0.526164,0.322649,0.300076,0.034402,0.013725,0.000477,94241.75,-0.3877,0.78625,-0.2428,0.07315,0.0062,0.492282,0.279293,0.172345,0.025706,0.002885,0,0,1.0113,-0.474852,-0.0006,-0.0065,0.012177,1,3.061656,18.862608,0.002553,0.043754,17,30,0.0058,0.0207,1,1.418136,12.798003,0.002037,0.012357,18,23.5,0.00355,0.01485,0
9.15030003,61.58309937,750.3687134,57,0.010639,5357.896973,-0.7027,0.4301,0.2666,0.1065,0.0091,0.271902,0.216535,0.479185,0.03215,nan,0.000462,123441.4844,-0.6657,0.3677,0.27235,0.1126,0.01675,0.316102,0.283988,0.51667,0.032303,0.010353,2,0.035088,1.008889,0.00567,-0.0009,-0.012701,-0.020538,0.964912,3.353822,25.700537,0.001727,0.054673,16,20,0.0018,0.0147,1,3.872005,27.972254,0.002779,0.038013,17.5,24,0.00255,0.0413,0
8.56374931,61.39920044,750.3733521,70,0.015938,4392.058105,-0.412,0.7673,-0.17135,0.1116,0.0058,0.44594,0.245073,0.364208,0.053874,0.0078,0.00063,111175.0156,-0.603,0.7876,-0.0982,0.1133,0.0061,0.094579,0.072765,0.122992,0.016006,0.010235,2,0.028571,1.00722,-0.077295,-0.00835,0.010201,-0.015472,1,3.699924,17.933168,0.010119,0.021026,14,22,0.00335,0.01025,1,2.403701,8.278151,0.027708,0.005041,17,26,0.0021,0.0156,0
9.22140026,61.66524887,750.6008301,52,0.008454,6150.630371,-0.68735,0.4755,0.3712,0.0886,0.0068,0.419581,0.325582,0.278635,0.214684,nan,0.000099,523205.9375,-0.8379,0.4103,0.3046,0.0915,0.0073,0.268592,0.327287,0.274488,0.007616,0.001234,2,0.038462,1.009756,-0.189676,-0.0001,0.008198,0.003754,0.923077,3.757145,12.018713,0.002198,0.030483,15,11,0.0023,0.01185,1,2,4.041452,0.002031,0.004842,17,34,0.0027,0.0229,0
8.75185013,61.40605164,750.907959,176,0.041696,4221.077148,-0.3013,0.9362,-0.03045,0.1585,0.00405,0.368389,0.234847,0.157816,0.047658,nan,0.001551,113484.6641,-0.342,0.92435,0.06835,0.1889,0.0042,0.105468,0.02668,0.131849,0.040657,0.00593,0,0,1.002853,-0.044118,-0.03095,0.046249,0.023376,0.988636,4.198082,13.961561,0.006588,0.025855,14,13,0.001,0.0072,1,2.836746,4.119619,0.000254,0.011329,13,12,0.0007,0.0075,0
7.26189995,60.25749969,751.7373047,1441,0.280631,5134.850098,-0.1536,0.8419,0.2925,0.1462,0.0097,0.401033,0.262199,0.356925,0.119663,nan,0.030913,46614.73828,-0.11745,0.8701,0.3441,0.2031,nan,0.299159,0.204704,0.259249,0.12052,nan,25,0.017349,1.000347,-0.285023,0.0382,0.036449,0.018616,0.915337,4.891629,8.90324,0.008533,0.043336,14,12,0.0015,0.0056,0.961078,4.916025,4.390417,0.011115,0.030705,12,12,0.0014,0.00435,0
7.16195011,60.50669861,751.4503174,134,0.034942,3834.953369,-0.4192,0.8191,0.25525,0.40605,0.0106,0.267842,0.23409,0.374605,0.163167,nan,0.003444,38903.28906,-0.3924,0.8726,0.2518,0.4078,0.0042,0.265299,0.289934,0.242669,0.125296,0.022372,0,0,1.003752,-0.294937,0.01935,-0.0047,0.014343,0.977612,4.007064,12.594074,0.002113,0.048675,13.5,11.5,0.0017,0.00645,1,3.769204,5.302662,0.00104,0.051506,13,13,0.0012,0.007,0
8.45259953,61.26129913,750.5192871,71,0.010345,6863.226563,-0.2937,0.9038,0.3346,0.1533,nan,0.045098,0.040192,0.095966,0.01184,nan,0.00092,77178.9375,-0.26325,0.90455,0.3361,0.1548,0.00375,0.02145,0.007758,0.027151,0.002988,0.000417,2,0.028169,1.007118,0.223678,0.0253,0.0289,0.008545,0.901408,2.230663,6.109925,0.000199,0.004708,12,11,0.0009,0.0064,1,0.752773,2.581989,0.000183,0.000679,13,18,0.0011,0.00815,0
8.29854965,61.09400177,750.567688,68,0.017123,3971.210449,-0.5721,0.76395,0.26955,0.082,nan,0.272897,0.112433,0.077164,0.02346,nan,0.001676,40566.875,-0.5637,0.7677,0.30295,0.079,0.00355,0.028388,0.022408,0.021446,0.005112,0.00786,2,0.029412,1.007435,-0.045721,-0.0025,-0.005251,0.001038,0.970588,1.495971,4.314054,0.00068,0.056679,11,12,0.0009,0.0033,1,1.505545,2.223611,0.000231,0.015686,12,14,0.0009,0.00665,0
7.82289982,61.2256012,750.9265137,72,0.020262,3553.517822,-0.884,0.3087,0.4045,0.42155,0.0032,0.253506,0.257607,0.24972,0.041596,nan,0.001769,40689.82031,-0.8855,0.3087,0.3988,0.41685,0.0028,0.181948,0.170107,0.156022,0.031217,0.025498,1,0.013889,1.007018,-0.367045,-0.0117,0.0049,0.004547,0.986111,3.556277,6.994241,0.002269,0.074875,15,14,0.0011,0.0061,1,3.716651,4.990467,0.001632,0.077586,15.5,14,0.00115,0.0055,0
8.37950039,61.41934967,750.6307983,56,0.010988,5096.349609,-0.2365,0.9195,0.20115,0.2989,0.0063,0.328035,0.378775,0.546227,0.137014,nan,0.000728,76974.73438,-0.17665,0.772,-0.1646,0.18695,0.0064,0.389467,0.42061,0.566,0.126125,0.018992,0,0,1.00905,0.260574,-0.02125,0.0142,0.000946,0.875,2.273221,9.093454,0.001732,0.051354,13,10,0.001,0.00695,1,2.605356,8.497326,0.001276,0.051952,12,13,0.00155,0.0111,0
7.96554995,61.03089905,750.251709,64,0.014687,4357.502441,0.1496,0.5007,0.32165,0.0966,0.0079,0.508822,0.364239,0.552671,0.142532,0.019782,0.000507,126333.9766,-0.18815,0.82965,0.51905,0.06255,0.0034,0.176207,0.261374,0.218517,0.061003,0.018986,4,0.0625,1.007905,-0.305707,-0.0079,-0.007402,0.008881,1,38.223389,36.179665,0.038421,0.099485,15,17,0.004,0.0098,1,1.197219,13.216152,0.00106,0.065729,13,12,0.0013,0.0053,0
7.58209991,60.56874847,750.3953857,196,0.038605,5077.096191,-0.1301,0.7899,0.1762,0.10605,0.006,0.423859,0.281724,0.458038,0.083781,0.00758,0.003787,51761.23438,-0.2858,0.9001,0.0958,0.1103,0.0049,0.379095,0.197105,0.23954,0.10233,0.002919,4,0.020408,1.002561,-0.148152,-0.01525,-0.037199,-0.009949,1,6.169632,15.549247,0.007681,0.027526,16,20,0.0026,0.01205,1,3.675142,9.595485,0.003609,0.010402,17,15,0.005,0.0092,0
7.58389997,60.65930176,751.0449219,469,0.13208,3550.873779,-0.1792,0.8338,0.0324,0.251,0.0009,0.395114,0.235865,0.397785,0.195277,nan,0.013604,34474.36328,-0.3725,0.8107,-0.1877,0.1761,nan,0.419914,0.282574,0.392612,0.190812,nan,2,0.004264,1.001068,-0.233246,0.00365,-0.011898,0.01651,0.982942,5.668987,15.553864,0.019107,0.068319,14,14,0.0024,0.0094,0.977099,3.776414,21.973001,0.010486,0.071018,15,13,0.0029,0.0076,0
