//X,Y,Z,Scalar field,Scalar field #2,Scalar field #3,Scalar field #4,Scalar field #5,Scalar field #6,Scalar field #7,Scalar field #8,Scalar field #9,Scalar field #10,Scalar field #11,Scalar field #12,Scalar field #13,Scalar field #14,Scalar field #15,Scalar field #16,Scalar field #17,Scalar field #18,Scalar field #19,Scalar field #20,Scalar field #21,Scalar field #22,Scalar field #23,Scalar field #24,Scalar field #25,Scalar field #26,Scalar field #27,Scalar field #28,Scalar field #29,Scalar field #30,Scalar field #31,Scalar field #32,Scalar field #33,Scalar field #34,Scalar field #35,Scalar field #36,Scalar field #37,Scalar field #38,Scalar field #39,Scalar field #40,Scalar field #41,Scalar field #42,Scalar field #43,Scalar field #44,Scalar field #45,Scalar field #46,Scalar field #47,Scalar field #48,Scalar field #49,Scalar field #50,Scalar field #51
17.74100113,72.03710175,723.72277832,280.000000,0.101207,2766.611084,-0.255800,0.725350,0.026050,0.084300,0.007400,0.447143,0.281746,0.457994,0.059415,0.013807,0.007716,36290.500000,-0.587900,0.559700,-0.135700,0.088400,0.008200,0.424044,0.265784,0.415152,0.025477,0.030947,4.000000,0.014286,1.001791,-0.244331,0.017900,-0.005699,-0.021912,0.989286,5.081102,16.854170,0.003664,0.059367,16.000000,19.000000,0.004000,0.016000,0.936170,3.837712,23.037134,0.002158,0.134346,18.000000,18.000000,0.005200,0.016600,0.000000
18.18050003,72.03160095,724.09197998,185.000000,0.047412,3901.971191,-0.006900,0.883100,0.246900,0.074800,0.004300,0.317176,0.145144,0.350626,0.021528,0.003562,0.002885,64118.687500,-0.073400,0.874700,0.389300,0.073650,0.004000,0.342408,0.212137,0.192982,0.032698,0.002097,4.000000,0.021622,1.002714,-0.128405,-0.000650,-0.003250,0.046234,1.000000,6.803033,11.534452,0.006461,0.016670,14.000000,17.000000,0.001800,0.008400,1.000000,1.784510,4.603207,0.000669,0.005844,11.000000,16.000000,0.001500,0.008000,0.000000
18.12360001,71.89080048,724.72595215,106.000000,0.029924,3542.291748,-0.296700,0.745400,-0.094000,0.075000,0.006850,0.283730,0.186968,0.552705,0.045279,0.006468,0.000856,123892.382813,-0.520050,0.768400,0.327150,0.068500,0.008850,0.056664,0.089410,0.186527,0.006320,0.001697,3.000000,0.028302,1.004751,-0.321819,-0.017700,0.001350,-0.016663,1.000000,3.625320,23.768896,0.002682,0.032465,14.000000,23.500000,0.002500,0.014850,1.000000,0.918937,4.653553,0.000779,0.005932,12.000000,25.500000,0.002100,0.022100,0.000000
18.09930038,72.29229736,723.16510010,150.000000,0.038509,3895.152588,0.451700,0.223500,-0.521700,0.083200,0.006650,0.516997,0.320877,0.533728,0.047145,0.011229,0.003353,44739.367188,0.547900,0.134400,-0.580700,0.123650,0.008000,0.472548,0.317984,0.415094,0.036987,0.008032,1.000000,0.006667,1.003350,-0.501494,-0.008400,-0.024147,0.005005,1.000000,4.745520,24.515713,0.003956,0.058650,15.000000,21.000000,0.003450,0.013800,1.000000,5.304022,30.204906,0.003882,0.046629,12.000000,21.000000,0.003300,0.013750,0.000000
17.84960175,72.16894531,723.39306641,204.000000,0.038047,5361.771973,0.057400,0.795650,0.411750,0.089800,0.009100,0.316713,0.176115,0.433236,0.063777,nan,0.003718,54869.359375,-0.021850,0.716750,0.627000,0.101250,0.005900,0.244028,0.182629,0.240625,0.011151,0.002632,1.000000,0.004902,1.002460,-0.065854,0.005501,0.004051,-0.021210,0.990196,6.754393,16.890144,0.005193,0.029198,14.500000,20.000000,0.002300,0.013100,1.000000,2.015270,6.776834,0.001595,0.007720,13.000000,18.000000,0.002000,0.012000,0.000000
18.10750008,72.42810059,723.04687500,38.000000,0.008161,4656.118164,0.737550,0.191250,-0.577200,0.097400,0.008250,0.369119,0.167804,0.637380,0.076132,nan,0.000029,1317304.500000,0.783200,0.023700,-0.621300,0.078400,0.004300,0.040567,0.018888,0.049199,0.005500,0.000709,0.000000,0.000000,1.013423,-0.411149,0.001900,-0.004948,0.015625,0.815789,3.852268,12.400500,0.003831,0.014254,11.000000,18.500000,0.001050,0.006850,1.000000,1.527525,6.000000,0.000351,0.003305,13.000000,11.000000,0.002000,0.007100,0.000000
17.08729935,72.16275024,723.21020508,306.000000,0.067689,4520.677246,-0.151850,0.825800,0.283400,0.083000,0.004100,0.414990,0.191727,0.369600,0.171662,0.002552,0.007084,43195.207031,0.048300,0.883700,0.241400,0.092900,0.004500,0.462375,0.162588,0.248941,0.016740,0.002459,1.000000,0.003268,1.001638,-0.106482,0.006600,0.009201,-0.006378,1.000000,3.028790,10.722404,0.002303,0.010346,15.000000,16.000000,0.003200,0.007250,1.000000,2.680330,11.433065,0.001621,0.009957,16.000000,16.000000,0.003500,0.007700,0.000000
16.60169983,72.10900116,723.30401611,91.000000,0.008656,10512.872070,-0.507200,0.269500,0.509600,0.066700,0.003900,0.367378,0.326388,0.411226,0.025037,0.003449,0.000747,121828.742188,-0.303900,0.261800,0.727100,0.063900,0.004000,0.260379,0.323864,0.477819,0.018709,0.002719,1.000000,0.010989,1.005540,-0.422754,-0.007999,-0.025299,0.011169,1.000000,3.694268,11.051307,0.003811,0.010989,17.000000,17.000000,0.002900,0.007000,1.000000,4.108220,9.069777,0.004491,0.009110,16.000000,15.000000,0.001600,0.006900,0.000000
21.16270065,71.99839783,725.46807861,48.000000,0.008242,5824.167480,-0.039900,0.863150,0.433850,0.076750,0.006050,0.202426,0.128517,0.387302,0.180266,0.004544,0.000485,99011.812500,-0.078500,0.750000,0.648600,0.070800,0.013600,0.188889,0.129040,0.358108,0.012682,0.006836,1.000000,0.020833,1.010582,-0.154132,-0.010051,0.002705,0.012146,1.000000,2.103273,5.256160,0.001626,0.009705,13.000000,14.000000,0.001600,0.011600,1.000000,2.291288,3.951090,0.001374,0.012989,13.000000,14.000000,0.001200,0.028500,0.000000
20.55644989,71.87619781,725.67694092,688.000000,0.116695,5895.715820,0.025950,0.732550,0.359500,0.101250,0.004700,0.396986,0.207180,0.520844,0.049892,0.004566,0.011914,57748.507813,0.137800,0.741300,0.168700,0.130900,0.005600,0.419529,0.208125,0.484664,0.037822,0.005756,2.000000,0.002907,1.000728,-0.279852,-0.030450,0.013798,0.017090,1.000000,4.885364,13.686055,0.006197,0.016034,16.000000,17.000000,0.003000,0.008100,1.000000,8.437069,7.672955,0.009990,0.014812,16.000000,16.000000,0.004600,0.010100,0.000000
20.36479950,72.17299652,725.07147217,268.000000,0.079603,3366.710693,-0.310000,0.772650,0.251750,0.128150,0.025250,0.366282,0.216853,0.426470,0.056100,nan,0.008598,31168.677734,-0.687100,0.597650,0.378250,0.172500,0.005400,0.246893,0.204337,0.283614,0.036392,0.004297,5.000000,0.018657,1.001871,-0.132500,-0.017099,0.009796,0.018372,0.958955,8.128285,14.680294,0.006626,0.030143,15.000000,13.000000,0.002400,0.007250,1.000000,4.058698,6.146136,0.002233,0.016876,15.000000,14.000000,0.002450,0.009650,0.000000
20.28804970,71.78814697,725.83740234,78.000000,0.022454,3473.697021,0.429850,0.796150,-0.034250,0.099900,0.002900,0.285131,0.116456,0.366756,0.043530,nan,0.001467,53172.535156,0.122700,0.813500,0.507400,0.093400,0.005600,0.240097,0.080664,0.292391,0.022415,0.004511,5.000000,0.064103,1.006473,-0.104609,0.003900,0.010403,-0.012085,0.910256,5.165719,17.341053,0.005026,0.015052,17.000000,17.000000,0.005250,0.020350,1.000000,4.570436,6.769816,0.004777,0.010475,19.000000,15.000000,0.006100,0.010900,0.000000
20.59774971,71.74095154,725.96850586,176.000000,0.035104,5013.682129,-0.104150,0.712400,0.587600,0.072050,0.003700,0.377301,0.190068,0.342639,0.046747,0.006119,0.003484,50521.046875,-0.160550,0.614700,0.726550,0.070650,0.003000,0.339724,0.200169,0.287972,0.005175,0.001766,1.000000,0.005682,1.002853,-0.145404,0.002850,0.002003,0.003204,1.000000,2.868526,14.540591,0.002190,0.028085,15.000000,18.000000,0.002200,0.007200,1.000000,2.767038,5.446193,0.002017,0.004806,15.000000,17.000000,0.001900,0.005300,0.000000
19.90430069,71.79290009,725.82031250,100.000000,0.018962,5273.823730,-0.060100,0.536300,0.746150,0.063600,0.002550,0.389886,0.209520,0.429734,0.032342,0.008052,0.001019,98125.296875,-0.060100,0.388400,0.897200,0.061900,0.002500,0.223962,0.191154,0.130134,0.004715,0.001005,1.000000,0.010000,1.005038,-0.373117,-0.000750,0.007149,0.017212,1.000000,3.802763,31.740387,0.002562,0.055753,18.000000,17.000000,0.001800,0.004700,1.000000,2.995552,1.710750,0.001001,0.002382,19.000000,15.000000,0.001800,0.004800,0.000000
19.51790047,71.58809662,725.96661377,195.000000,0.028820,6766.195801,0.334000,0.699900,0.325200,0.084800,0.005600,0.508317,0.229545,0.365466,0.218574,0.016660,0.002555,76335.023438,0.429900,0.739300,0.285700,0.082700,0.005400,0.335875,0.117885,0.323732,0.012838,0.005600,1.000000,0.005128,1.002574,-0.140300,0.008251,-0.000351,0.010529,1.000000,5.753657,33.311829,0.004425,0.099447,19.000000,18.000000,0.002500,0.011200,1.000000,5.110755,10.823256,0.004100,0.019017,22.000000,18.000000,0.002200,0.011300,0.000000
19.20084953,71.51480103,725.95819092,84.000000,0.021012,3997.766602,-0.019200,0.615550,0.577300,0.079800,0.004400,0.470741,0.290309,0.378170,0.015442,0.008035,0.001278,65705.109375,0.244900,0.739200,0.558100,0.067000,0.003350,0.309907,0.250236,0.335676,0.018641,0.013486,1.000000,0.011905,1.006006,0.002249,-0.016150,-0.013649,0.022949,1.000000,4.272337,20.404247,0.003151,0.046258,19.000000,17.000000,0.005900,0.007800,1.000000,2.825479,42.718018,0.001345,0.097851,20.000000,18.000000,0.005800,0.005250,0.000000
20.00155067,72.08294678,725.56829834,82.000000,0.020061,4087.625732,0.300850,0.738600,0.415500,0.088200,nan,0.394313,0.200870,0.406274,0.029745,nan,0.001060,77376.390625,0.369600,0.836400,0.415500,0.080800,0.006600,0.111670,0.078654,0.197066,0.012301,0.005921,2.000000,0.024390,1.006154,-0.231913,0.008651,0.018002,0.007355,0.914634,6.561100,10.472746,0.008927,0.026511,18.000000,7.000000,0.005100,0.005600,1.000000,4.776281,2.928984,0.002997,0.007657,19.000000,6.000000,0.005600,0.008300,0.000000
19.75769997,72.10699463,725.40509033,126.000000,0.039088,3223.525146,0.217700,0.471550,0.257800,0.110800,nan,0.524383,0.275578,0.618038,0.103406,nan,0.002791,45142.093750,-0.543500,0.320400,0.457900,0.089000,0.005700,0.525557,0.277301,0.568944,0.057065,0.009266,1.000000,0.007937,1.003992,-0.237521,-0.013700,-0.012554,-0.026733,0.968254,14.357893,24.171631,0.039799,0.070734,16.000000,20.000000,0.005100,0.010800,1.000000,20.975899,26.966841,0.022978,0.041606,16.000000,21.000000,0.002300,0.012800,0.000000
19.48439980,71.92074585,725.49200439,68.000000,0.011555,5884.988770,-0.738500,0.286100,0.549300,0.087900,0.003000,0.540404,0.221171,0.461597,0.360557,0.003278,0.000742,91650.093750,-0.736300,0.395200,0.549900,0.091000,0.002900,0.223146,0.195329,0.346889,0.524553,0.001791,1.000000,0.014706,1.007435,-0.135481,-0.005800,-0.025551,0.013245,1.000000,4.989959,17.432499,0.003635,0.019279,14.500000,17.000000,0.002600,0.005150,1.000000,4.895274,7.037844,0.002559,0.005402,13.500000,14.500000,0.001500,0.005000,0.000000
18.39920044,71.85800171,724.96112061,435.000000,0.149059,2918.308105,-0.019700,0.642900,0.279800,0.098300,0.006800,0.541921,0.245884,0.499103,0.068832,0.010360,0.015825,27488.322266,-0.312600,0.670900,0.312200,0.101800,0.007100,0.433656,0.247155,0.537470,0.081501,0.006627,8.000000,0.018391,1.001151,-0.310595,0.010701,-0.007545,0.013611,1.000000,23.376064,32.038261,0.044376,0.060633,16.000000,21.000000,0.003700,0.013800,1.000000,21.641968,22.976208,0.028064,0.035761,16.000000,28.000000,0.004100,0.017000,0.000000
18.41629982,71.67410278,725.64428711,328.000000,0.074502,4402.588867,-0.352200,0.648300,0.055500,0.095600,0.005950,0.443806,0.281965,0.516081,0.346576,0.003500,0.007654,42854.570313,-0.387800,0.586800,-0.199400,0.086900,0.005500,0.402924,0.270287,0.515128,0.294227,0.004816,6.000000,0.018293,1.001528,-0.140447,0.032400,0.035500,0.002014,1.000000,4.014369,15.967608,0.002696,0.019008,17.000000,22.000000,0.003600,0.012600,1.000000,3.129267,18.089382,0.002307,0.025134,18.000000,20.000000,0.003200,0.010900,0.000000
18.47405052,71.77349854,725.41809082,292.000000,0.043590,6698.828125,-0.378900,0.647500,0.190800,0.116950,0.005500,0.434613,0.274609,0.528033,0.239734,0.008264,0.004719,61881.492188,-0.440700,0.756550,-0.064100,0.113650,0.005950,0.419765,0.263316,0.491088,0.026855,0.010407,3.000000,0.010274,1.001717,-0.091039,0.003600,0.011497,0.032959,1.000000,3.374142,28.325001,0.002545,0.051680,16.000000,19.000000,0.003300,0.009600,1.000000,4.026493,9.702471,0.002995,0.031991,15.000000,16.500000,0.004600,0.009150,0.000000
18.42989922,71.83910370,725.24340820,47.000000,0.008969,5240.278320,-0.626300,0.513500,0.396000,0.071100,0.005000,0.347919,0.234682,0.378577,0.037314,0.007611,0.000148,316848.375000,-0.835200,0.536200,-0.004100,0.079600,0.004600,0.117823,0.058250,0.329453,0.008404,0.001494,2.000000,0.042553,1.010811,-0.263229,0.016850,0.037804,0.019714,1.000000,3.572948,23.952833,0.002869,0.052409,16.000000,21.000000,0.002500,0.011100,1.000000,3.049590,2.966479,0.003616,0.003369,16.000000,25.000000,0.001800,0.011500,0.000000
17.98569870,71.48635101,725.77056885,568.000000,0.095152,5969.413574,-0.126750,0.594400,0.661300,0.080200,0.003400,0.359270,0.222703,0.424960,0.404252,nan,0.010362,54815.253906,0.018100,0.682200,0.640800,0.099200,0.003000,0.246936,0.180775,0.241291,0.016882,0.002854,16.000000,0.028169,1.000881,-0.193270,-0.022700,0.017250,0.004974,0.998239,6.197504,16.371746,0.059695,0.041330,15.000000,16.500000,0.002000,0.005850,1.000000,2.362094,8.462533,0.002096,0.008901,14.000000,13.000000,0.001500,0.004300,0.000000
17.73839951,71.45379639,725.53088379,237.000000,0.037512,6317.898438,-0.362600,0.540200,0.496300,0.101500,0.005300,0.338834,0.285062,0.501067,0.037644,0.007926,0.003664,64683.882813,-0.412600,0.688600,0.410800,0.079800,0.005200,0.355696,0.281778,0.437803,0.022354,0.005376,4.000000,0.016878,1.002116,-0.137453,0.029799,-0.013351,0.000122,1.000000,5.702451,24.770367,0.006634,0.046146,15.000000,20.000000,0.002700,0.009700,1.000000,3.180296,27.791159,0.002603,0.037903,13.000000,21.000000,0.002200,0.010900,0.000000
19.52219963,71.08280182,726.82501221,55.000000,0.010136,5425.971680,0.149500,0.725300,0.119600,0.079800,0.005000,0.615588,0.183866,0.341890,0.147530,0.001986,0.000569,96689.195313,0.149500,0.768600,0.239500,0.063900,0.005900,0.506408,0.131758,0.479497,0.004294,0.002026,1.000000,0.018182,1.009217,-0.167562,0.008349,0.001102,-0.002930,1.000000,4.115095,6.866353,0.002617,0.007328,17.000000,18.000000,0.005400,0.008200,1.000000,2.948634,7.623065,0.002617,0.007738,18.000000,19.000000,0.006100,0.014100,0.000000
18.52779961,70.88369751,727.25982666,139.000000,0.043464,3198.051514,0.198900,0.713200,0.219800,0.084500,0.006600,0.429774,0.258415,0.603499,0.233700,0.020340,0.003580,38829.492188,0.216200,0.732700,0.404900,0.074100,0.004800,0.404484,0.222261,0.593009,0.292409,0.006008,4.000000,0.028777,1.003617,-0.357034,0.015050,-0.014206,0.011169,0.992806,10.210923,31.671598,0.012341,0.053556,15.000000,20.000000,0.002100,0.015200,1.000000,3.197141,15.055777,0.002259,0.019232,15.000000,16.000000,0.002000,0.009600,0.000000
17.90410042,70.61509705,727.79388428,997.000000,0.224928,4432.535645,0.128500,0.773000,0.192400,0.095100,0.005600,0.471115,0.245130,0.453246,0.146472,0.009901,0.024504,40687.460938,-0.033500,0.752900,0.175900,0.081100,0.006200,0.520243,0.212147,0.372160,0.134289,0.008337,41.000000,0.041123,1.000502,-0.319863,-0.017499,0.019650,0.021332,1.000000,6.799734,18.658960,0.008003,0.046680,16.000000,16.000000,0.002700,0.009900,1.000000,5.232070,9.637902,0.005565,0.028103,17.000000,14.000000,0.003700,0.009800,0.000000
18.29019928,70.75980377,727.28100586,49.000000,0.013742,3565.743652,-0.047000,0.632500,0.342700,0.073100,0.006400,0.516793,0.206087,0.563657,0.066311,0.011041,0.000388,126418.750000,-0.072000,0.774100,0.523900,0.064800,0.006800,0.114680,0.388561,0.900393,0.250348,0.005023,1.000000,0.020408,1.010363,-0.288689,0.010099,-0.000397,0.018158,1.000000,3.267288,18.685160,0.003134,0.058068,14.000000,22.000000,0.003900,0.015200,1.000000,6.350853,22.678919,0.002651,0.026223,11.000000,30.000000,0.003400,0.019000,0.000000
17.49600029,72.43699646,721.83447266,85.000000,0.013673,6216.703613,-0.055900,0.890600,-0.399800,0.096400,0.007700,0.264757,0.176681,0.146714,0.193588,0.006634,0.001195,71149.929688,-0.127200,0.890600,-0.407000,0.109800,0.008800,0.279342,0.104961,0.170947,0.015587,0.003013,1.000000,0.011765,1.005935,-0.142561,-0.014500,0.011894,-0.018799,1.000000,2.376354,10.331657,0.000518,0.019964,18.000000,19.000000,0.001600,0.019200,1.000000,2.375084,9.139236,0.000373,0.007083,17.000000,29.000000,0.001600,0.026300,0.000000
17.12490082,72.31500244,721.42938232,89.000000,0.018793,4735.848633,-0.317000,0.725600,-0.328300,0.132500,0.009300,0.495976,0.114819,0.476809,0.086646,nan,0.001060,83970.109375,-0.323700,0.681950,-0.188950,0.115900,0.013650,0.472943,0.096953,0.541103,0.072272,0.007885,0.000000,0.000000,1.005666,-0.365374,-0.004250,0.004704,-0.006531,0.988764,2.632592,21.155392,0.001439,0.020748,16.000000,30.000000,0.001200,0.023300,1.000000,1.975225,28.082130,0.002519,0.027491,15.000000,36.000000,0.001900,0.038150,0.000000
16.61355019,72.12169647,721.56127930,60.000000,0.006882,8718.709961,-0.261250,0.303500,0.893600,0.176000,0.007100,0.399290,0.155038,0.273925,0.048145,nan,0.000334,179557.984375,-0.257300,0.294000,0.917900,0.176000,0.007800,0.051072,0.090559,0.044468,0.006123,0.001185,0.000000,0.000000,1.008439,-0.304345,0.002050,-0.022354,-0.003754,0.966667,3.785902,19.537268,0.003186,0.012973,19.000000,18.000000,0.001300,0.013000,1.000000,2.903919,15.071564,0.000187,0.007883,20.000000,39.000000,0.001200,0.023700,0.000000
16.87025070,72.26545715,721.76086426,56.000000,0.010396,5386.881836,0.015700,0.784750,0.018550,0.071050,0.007200,0.333390,0.279241,0.564861,0.116924,0.004309,0.000604,92662.945313,-0.011900,0.827300,0.100500,0.079300,0.007200,0.432967,0.156789,0.448524,0.018884,0.001670,0.000000,0.000000,1.009050,-0.436952,0.015500,0.000652,0.009796,1.000000,4.145879,18.671103,0.002738,0.019493,12.000000,21.500000,0.001800,0.016550,1.000000,2.701851,10.183320,0.002072,0.007902,12.000000,25.000000,0.001600,0.016300,0.000000
16.52099991,72.24449921,723.16601563,99.000000,0.027274,3629.837646,-0.501700,0.486400,0.589800,0.088300,0.005300,0.460924,0.242017,0.296848,0.045664,0.008119,0.002659,37233.277344,-0.582600,0.442650,0.614700,0.081900,0.004450,0.365977,0.183985,0.128676,0.008018,0.001347,1.000000,0.010101,1.005089,-0.114033,0.000649,0.017849,-0.007599,1.000000,16.476542,9.952392,0.013524,0.035888,18.000000,17.000000,0.006400,0.009000,1.000000,2.512737,2.702705,0.002520,0.003464,18.000000,16.000000,0.004700,0.006350,0.000000
13.61445045,72.00399780,719.72778320,58.000000,0.011580,5008.827148,-0.474150,0.303100,0.751800,0.069750,0.005350,0.475003,0.270460,0.613582,0.090667,0.024069,0.000866,66939.710938,-0.185900,0.378600,0.332250,0.077600,0.005550,0.488804,0.337893,0.700009,0.010639,0.040423,2.000000,0.034483,1.008734,-0.268553,-0.001200,0.007652,-0.013092,0.982759,3.055842,13.959538,0.003123,0.060502,16.000000,13.500000,0.001800,0.009600,0.928571,3.103525,7.346974,0.002550,0.080008,14.000000,14.500000,0.001850,0.009600,0.000000
12.84700012,72.03340149,719.78881836,145.000000,0.056146,2582.560303,-0.206300,0.603900,0.090100,0.106000,0.006500,0.602214,0.227360,0.500056,0.032601,0.009345,0.005068,28613.228516,0.076800,0.749700,-0.145900,0.092600,0.004900,0.541686,0.116434,0.357958,0.014130,0.002043,0.000000,0.000000,1.003466,-0.072513,-0.020100,0.003952,-0.011353,1.000000,3.520370,19.363314,0.002748,0.045406,15.000000,20.000000,0.004000,0.013500,1.000000,3.035873,3.894258,0.002154,0.005124,16.000000,18.000000,0.003700,0.009000,0.000000
12.52630043,72.49279785,721.35247803,393.000000,0.118981,3303.050049,-0.046400,0.448800,0.715200,0.135500,0.005900,0.464030,0.258832,0.545696,0.102793,nan,0.012192,32233.880859,0.033450,0.544250,0.792200,0.103050,0.005550,0.498524,0.238786,0.437811,0.038026,0.024795,15.000000,0.038168,1.001275,-0.180252,0.030050,-0.006752,-0.015076,0.974555,10.640312,38.220341,0.072994,0.067695,16.000000,17.000000,0.001500,0.010800,0.893939,3.772338,13.755575,0.003003,0.060389,16.000000,14.500000,0.001100,0.011050,0.000000
16.40040016,71.85299683,723.81219482,135.000000,0.020352,6633.338867,-0.465300,0.690000,0.460300,0.088200,0.004600,0.249261,0.183150,0.345120,0.077343,0.004850,0.001954,69073.226563,-0.467650,0.679600,0.520300,0.087350,0.004300,0.249154,0.154051,0.304067,0.012624,0.002209,1.000000,0.007407,1.003724,-0.085863,-0.027049,0.006096,-0.010834,1.000000,2.443954,14.620895,0.001078,0.029203,14.000000,19.000000,0.001700,0.009200,1.000000,2.513792,7.958642,0.000790,0.007346,14.000000,19.000000,0.001850,0.009000,0.000000
16.33149910,71.88670349,723.57000732,155.000000,0.054653,2836.074951,0.125100,0.942900,-0.062900,0.110000,0.006100,0.337805,0.209544,0.240633,0.051556,0.012348,0.005341,29023.246094,0.117100,0.924600,-0.099100,0.121600,0.005900,0.240001,0.066585,0.214935,0.028607,0.003275,0.000000,0.000000,1.003242,-0.387880,-0.010100,-0.036850,0.016388,1.000000,4.489433,22.604490,0.002702,0.062818,17.000000,19.000000,0.002500,0.013100,1.000000,4.493238,15.809394,0.003483,0.017877,17.000000,21.000000,0.002500,0.013000,0.000000
16.26519966,71.70019531,724.35693359,190.000000,0.037806,5025.671387,-0.214150,0.788050,0.274700,0.117100,0.007300,0.424497,0.292246,0.436660,0.221639,0.010059,0.003585,52996.617188,-0.463500,0.672600,0.402400,0.117400,0.005800,0.351482,0.264786,0.330640,0.041852,0.008949,12.000000,0.063158,1.002642,-0.238074,0.007299,-0.012951,0.008423,1.000000,9.086202,22.230986,0.007644,0.033082,15.000000,18.000000,0.003650,0.013000,1.000000,4.027333,30.976471,0.002661,0.038752,16.000000,16.000000,0.003500,0.010700,0.000000
17.26665115,70.40435028,727.72369385,988.000000,0.329341,2999.932129,-0.397550,0.521500,0.319050,0.111450,0.005500,0.606588,0.289390,0.433870,0.120984,0.010570,0.033778,29249.789063,-0.562400,0.433500,0.517450,0.143350,0.004500,0.400920,0.274752,0.354920,0.067484,0.008191,9.000000,0.009109,1.000506,-0.278249,0.040401,0.008350,-0.004822,1.000000,7.555969,29.738905,0.009758,0.056192,15.000000,17.000000,0.002500,0.009700,1.000000,8.154799,26.029547,0.007494,0.041546,14.000000,16.000000,0.001700,0.007950,0.000000
17.44610023,70.47750092,727.45599365,79.000000,0.030426,2596.458252,-0.052500,0.691600,0.033700,0.114600,0.007300,0.561704,0.227247,0.432125,0.114359,0.002751,0.002409,32787.437500,-0.110950,0.694500,0.209550,0.089700,0.007300,0.549689,0.205627,0.392830,0.074505,0.002386,1.000000,0.012658,1.006390,-0.301515,0.011001,0.000900,0.002808,1.000000,3.672401,14.748041,0.003033,0.011947,15.000000,27.000000,0.004600,0.018200,1.000000,4.136326,12.838341,0.002710,0.010382,15.000000,30.500000,0.003100,0.018950,0.000000
16.98789978,70.14395142,728.44750977,4344.000000,1.233841,3520.713135,-0.228300,0.722850,0.455200,0.114100,0.003050,0.438231,0.255866,0.375742,0.152842,nan,0.133737,32481.544922,-0.272200,0.700700,0.483600,0.140300,0.004500,0.435607,0.261705,0.340173,0.099987,nan,56.000000,0.012891,1.000115,-0.245558,-0.123851,0.108746,-0.120911,0.997698,8.070844,23.013666,0.013344,0.051231,15.000000,17.000000,0.002400,0.009500,0.997923,11.232945,16.383827,0.019267,0.038181,16.000000,15.000000,0.002700,0.008300,0.000000
16.23019981,70.40840149,727.41076660,1366.000000,0.287110,4757.755371,-0.272800,0.622300,0.609000,0.099600,nan,0.372278,0.250458,0.396677,0.184043,nan,0.031040,44007.093750,-0.158450,0.576000,0.672350,0.096750,0.004500,0.377643,0.228222,0.398463,0.186430,0.004197,24.000000,0.017570,1.000366,-0.244770,-0.078001,-0.000648,0.049622,0.996340,4.354102,22.383900,0.004253,0.058103,15.000000,16.000000,0.001900,0.007800,1.000000,6.498818,12.425179,0.007747,0.016414,17.000000,16.000000,0.001900,0.007700,0.000000
16.39480019,70.08110046,728.18640137,507.000000,0.093739,5408.606445,-0.350700,0.386700,0.521900,0.112800,0.005100,0.579976,0.294857,0.410158,0.120861,0.004620,0.009870,51368.203125,0.004200,0.575000,0.604300,0.092550,0.004500,0.496685,0.246593,0.391746,0.120878,0.003103,18.000000,0.035503,1.000988,-0.196573,-0.031050,0.009247,0.040497,1.000000,5.973717,16.129925,0.004707,0.020519,16.000000,18.000000,0.001800,0.009400,1.000000,3.246174,13.734143,0.002955,0.011067,17.000000,17.000000,0.001800,0.008250,0.000000
16.55579948,70.23904419,727.93316650,72.000000,0.018828,3824.030029,-0.164550,0.859400,0.215750,0.077350,0.007300,0.500489,0.268057,0.292285,0.154610,0.008342,0.001550,46439.207031,-0.209100,0.949300,0.157200,0.078300,0.008000,0.340910,0.208257,0.311901,0.067833,0.005093,4.000000,0.055556,1.007018,-0.384438,-0.037200,-0.011150,0.000519,1.000000,4.035833,17.205873,0.003353,0.027746,13.000000,25.000000,0.002750,0.018000,1.000000,3.768289,14.909424,0.005583,0.022267,15.000000,26.000000,0.003800,0.020500,0.000000
16.76824951,70.23690033,727.95666504,622.000000,0.189992,3273.819092,-0.088800,0.842550,0.200200,0.102800,0.058050,0.419547,0.198704,0.384180,0.076684,nan,0.020370,30535.750000,0.019300,0.891950,0.055650,0.097100,0.004550,0.338482,0.183736,0.388179,0.029066,0.006854,11.000000,0.017685,1.000805,-0.119770,-0.018351,0.008648,0.007813,0.995177,6.552435,21.243971,0.011459,0.033891,14.000000,18.000000,0.002200,0.009950,1.000000,4.973175,13.878153,0.007026,0.026726,15.000000,20.000000,0.002300,0.009650,0.000000
16.58909988,70.01930237,728.36328125,65.000000,0.013558,4794.252441,-0.258000,0.751500,0.297300,0.077300,0.006600,0.389528,0.193850,0.424166,0.114232,0.002612,0.001201,54110.257813,-0.424050,0.839350,0.293300,0.083150,0.006200,0.224788,0.160469,0.181840,0.010390,0.001649,1.000000,0.015385,1.007782,-0.360612,-0.006450,0.002754,-0.006714,1.000000,3.309877,19.856699,0.002268,0.014568,12.000000,27.000000,0.003000,0.017100,1.000000,1.946247,7.942978,0.000860,0.005615,12.000000,23.000000,0.002350,0.015700,0.000000
