//X,Y,Z,Scalar field,Scalar field #2,Scalar field #3,Scalar field #4,Scalar field #5,Scalar field #6,Scalar field #7,Scalar field #8,Scalar field #9,Scalar field #10,Scalar field #11,Scalar field #12,Scalar field #13,Scalar field #14,Scalar field #15,Scalar field #16,Scalar field #17,Scalar field #18,Scalar field #19,Scalar field #20,Scalar field #21,Scalar field #22,Scalar field #23,Scalar field #24,Scalar field #25,Scalar field #26,Scalar field #27,Scalar field #28,Scalar field #29,Scalar field #30,Scalar field #31,Scalar field #32,Scalar field #33,Scalar field #34,Scalar field #35,Scalar field #36,Scalar field #37,Scalar field #38,Scalar field #39,Scalar field #40,Scalar field #41,Scalar field #42,Scalar field #43,Scalar field #44,Scalar field #45,Scalar field #46,Scalar field #47,Scalar field #48,Scalar field #49,Scalar field #50,Scalar field #51
25.91939926,71.94339752,728.17718506,301.000000,0.076712,3923.742676,-0.270000,0.285500,0.674000,0.094500,0.005400,0.476973,0.243909,0.526191,0.065528,0.013503,0.006327,47570.968750,-0.533850,0.328800,0.772400,0.097450,0.004950,0.249615,0.143671,0.329792,0.020855,0.002390,5.000000,0.016611,1.001665,-0.265285,-0.004901,-0.007652,0.005615,0.996678,8.233383,32.816216,0.011766,0.040543,15.000000,14.000000,0.001900,0.009700,1.000000,3.658810,5.277500,0.002608,0.006366,17.000000,14.000000,0.001400,0.008150,0.000000
27.34540176,74.01899719,726.59228516,328.000000,0.037903,8653.629883,-0.275400,0.567100,-0.174200,0.101600,0.006200,0.425232,0.279011,0.428530,0.075453,nan,0.004076,80471.710938,-0.299400,0.573800,-0.527250,0.102950,0.005050,0.338563,0.216981,0.385388,0.019793,0.002283,10.000000,0.030488,1.001528,-0.205824,0.018801,0.005299,-0.002228,0.990854,3.236132,9.604587,0.001141,0.011623,15.000000,20.000000,0.001700,0.011700,1.000000,2.609525,6.551022,0.000870,0.006945,16.000000,20.000000,0.001900,0.011100,0.000000
29.76599884,75.61479950,728.08691406,1186.000000,0.338387,3504.859131,-0.550700,0.517800,0.355050,0.096600,0.005200,0.459871,0.265502,0.479091,0.097298,0.007984,0.036357,32621.103516,-0.614850,0.573100,0.086800,0.091550,0.004500,0.280449,0.238290,0.441244,0.087646,0.006862,19.000000,0.016020,1.000422,-0.258066,-0.035900,-0.064301,0.016785,1.000000,4.024797,21.355721,0.004507,0.040808,16.000000,17.000000,0.002500,0.009600,1.000000,3.055892,14.670571,0.002274,0.034739,16.000000,18.000000,0.002600,0.008550,0.000000
29.21910095,75.25164795,727.97119141,246.000000,0.066255,3712.906738,-0.448250,0.228900,0.835450,0.307150,0.005400,0.493257,0.116656,0.309293,0.133609,0.011170,0.006675,36853.167969,-0.454350,0.193950,0.859150,0.303350,0.006650,0.346170,0.088249,0.151624,0.087622,0.016235,3.000000,0.012195,1.002039,-0.028258,-0.012299,-0.004749,-0.013153,1.000000,4.152024,21.635733,0.008517,0.056031,17.000000,18.000000,0.001300,0.010200,1.000000,3.310928,20.981543,0.000794,0.073795,17.000000,21.000000,0.001100,0.012100,0.000000
29.05529976,75.14270020,728.06140137,65.000000,0.012248,5306.877930,-0.664700,0.188900,0.735500,0.442200,0.003900,0.334025,0.106094,0.175433,0.094924,0.004969,0.000072,901105.562500,-0.745600,0.285800,0.601900,0.444100,0.004200,0.012401,0.022379,0.005953,0.007450,0.000404,2.000000,0.030769,1.007782,0.408317,-0.021251,-0.000500,0.019684,1.000000,4.735199,22.624495,0.003015,0.025144,13.000000,19.000000,0.001000,0.008100,1.000000,2.886751,1.527525,0.000173,0.000379,18.000000,16.000000,0.001100,0.008600,0.000000
28.74710083,74.84100342,727.92327881,309.000000,0.053368,5789.987305,-0.239900,0.151000,0.162400,0.128000,0.005200,0.768259,0.221022,0.525487,0.225467,0.012248,0.005840,52908.984375,-0.308100,0.299700,0.494900,0.133300,0.004600,0.695455,0.254630,0.448887,0.111569,0.009648,4.000000,0.012945,1.001622,-0.397485,0.021301,0.019600,-0.008362,1.000000,7.022243,27.413971,0.043276,0.041444,16.000000,21.000000,0.002600,0.010700,1.000000,4.263322,13.818619,0.002304,0.038428,15.000000,20.000000,0.002900,0.008900,0.000000
28.86429977,74.97440338,727.59228516,89.000000,0.017730,5019.860352,-0.345800,0.376000,0.521000,0.080400,0.005400,0.536538,0.296898,0.442743,0.144011,0.014699,0.001576,56471.417969,-0.646900,0.332800,0.264000,0.076200,0.004500,0.336022,0.309642,0.387900,0.008662,0.001840,0.000000,0.000000,1.005666,-0.511683,0.006000,-0.027847,0.021942,1.000000,4.800568,40.922863,0.019450,0.086681,17.000000,19.000000,0.003300,0.009300,1.000000,3.576777,5.042486,0.002692,0.005587,17.000000,19.000000,0.004000,0.009300,0.000000
29.62305069,75.69650269,727.22790527,88.000000,0.014919,5898.515625,-0.183900,0.354300,0.887850,0.085700,nan,0.277680,0.292741,0.572463,0.069177,nan,0.001179,74656.960938,-0.511500,0.782300,0.059300,0.090000,0.008200,0.233926,0.284857,0.523354,0.013605,0.006703,0.000000,0.000000,1.005731,-0.374600,-0.010550,0.010098,-0.014130,0.988636,8.136473,29.692377,0.007686,0.043748,15.000000,21.500000,0.002100,0.015750,1.000000,3.065524,35.831871,0.001114,0.049495,13.000000,27.000000,0.002300,0.018900,0.000000
29.23640060,75.33480072,727.41082764,997.000000,0.213397,4672.036621,-0.632800,0.274500,0.589300,0.141600,0.045100,0.330642,0.253771,0.494702,0.087928,nan,0.023081,43195.531250,-0.633600,0.377900,0.387300,0.109350,0.005700,0.322720,0.256906,0.543530,0.082684,0.011135,15.000000,0.015045,1.000502,-0.214934,0.046550,0.014198,-0.005951,0.998997,8.924876,23.673615,0.018003,0.032737,16.000000,19.000000,0.002400,0.011700,1.000000,4.225562,30.720684,0.025907,0.038449,16.000000,20.000000,0.002800,0.011450,0.000000
29.31780052,75.31970215,727.79010010,331.000000,0.087814,3769.329834,-0.113700,0.226900,0.657900,0.128900,0.007100,0.564598,0.218395,0.657831,0.191613,0.016133,0.008389,39455.363281,-0.057700,0.263600,0.891500,0.152000,0.007500,0.470396,0.200671,0.474927,0.269325,0.018887,8.000000,0.024169,1.001514,-0.488434,-0.039850,-0.020401,0.007477,1.000000,4.313597,32.549881,0.013168,0.060235,14.000000,21.000000,0.001400,0.016200,1.000000,4.624478,62.918968,0.001163,0.115867,14.000000,23.000000,0.001000,0.020800,0.000000
29.80610085,75.77780151,727.75311279,59.000000,0.006118,9643.317383,-0.290200,0.685100,0.197400,0.071200,0.007500,0.325376,0.184597,0.453374,0.011777,0.003451,0.000517,114066.195313,0.018700,0.815200,0.424400,0.065650,0.006650,0.312998,0.159106,0.383597,0.005550,0.004432,0.000000,0.000000,1.008584,-0.238777,0.003901,-0.001801,-0.004730,1.000000,1.969522,13.143834,0.001480,0.014038,13.000000,30.000000,0.001400,0.020100,1.000000,1.709701,9.824840,0.000910,0.014860,11.000000,25.500000,0.001450,0.017750,0.000000
30.01499939,75.93489838,727.62609863,49.000000,0.008056,6082.326172,-0.702100,0.323600,0.373200,0.077000,0.002900,0.164974,0.204891,0.337251,0.015671,0.002781,0.000477,102722.531250,-0.728650,0.482400,0.438750,0.075150,0.002550,0.033672,0.154254,0.211132,0.004070,0.001029,0.000000,0.000000,1.010363,-0.412882,0.018749,-0.000900,0.002777,1.000000,2.515090,5.484518,0.002317,0.006186,17.000000,12.000000,0.003000,0.004100,1.000000,1.505545,5.753260,0.001167,0.002800,17.000000,12.000000,0.003100,0.002850,0.000000
29.00605011,75.12625122,727.81689453,244.000000,0.060433,4037.558105,-0.336650,0.510050,-0.220300,0.090150,0.007200,0.457825,0.249690,0.621000,0.113843,0.010686,0.006518,37432.613281,-0.426950,0.592600,-0.260800,0.076650,0.005900,0.421262,0.237156,0.440426,0.101979,0.006371,3.000000,0.012295,1.002056,-0.305057,0.021600,0.011497,0.004028,1.000000,4.084984,23.344248,0.002646,0.049138,16.000000,22.000000,0.003150,0.016600,1.000000,3.457129,16.878569,0.002588,0.017534,17.000000,20.000000,0.004150,0.011950,0.000000
29.38045120,75.39469910,727.65136719,30.000000,0.008419,3563.293945,0.817500,0.151250,-0.108500,0.341050,0.006950,0.457767,0.071843,0.709888,0.095001,0.018545,0.000444,67612.578125,0.868200,0.134350,-0.445000,0.358400,0.006750,0.428757,0.085417,0.740503,0.036418,0.001446,0.000000,0.000000,1.017095,-0.253378,-0.015850,-0.012596,-0.004089,1.000000,4.084735,5.333585,0.042529,0.009532,13.000000,21.500000,0.001550,0.014900,1.000000,4.875107,4.445972,0.003358,0.004540,15.500000,22.500000,0.001950,0.013100,0.000000
28.86269951,74.88700104,728.16741943,353.000000,0.042068,8391.237305,-0.535900,0.223100,0.684900,0.084700,0.000400,0.461830,0.209295,0.427640,0.192781,nan,0.004469,78980.906250,-0.664750,0.186100,0.668600,0.085050,0.001900,0.465228,0.181031,0.263852,0.133312,nan,21.000000,0.059490,1.001419,-0.283483,-0.012700,-0.028397,-0.000854,0.963173,6.028353,21.997194,0.012607,0.041766,16.000000,10.000000,0.001500,0.002800,0.958904,6.223563,7.689465,0.012229,0.010123,16.000000,9.000000,0.001500,0.002400,0.000000
28.40179825,74.78669739,726.97631836,246.000000,0.058886,4177.546387,-0.472050,0.531100,-0.185350,0.105700,0.006750,0.536304,0.321339,0.521994,0.176242,nan,0.006237,39445.101563,-0.439000,0.741300,-0.346900,0.109100,0.011100,0.377692,0.242580,0.349791,0.028652,0.013541,4.000000,0.016260,1.002039,-0.208782,-0.023702,-0.008953,0.012238,0.995935,4.541123,36.533463,0.002957,0.057879,15.000000,19.500000,0.002600,0.014100,1.000000,4.201389,46.588448,0.002686,0.077073,14.000000,34.000000,0.003500,0.032900,0.000000
27.89184952,74.16929626,727.09899902,70.000000,0.015783,4435.165039,-0.195400,0.690300,0.623400,0.100500,0.004850,0.294225,0.225471,0.333043,0.087261,0.004773,0.000893,78354.367188,-0.009300,0.736500,0.654100,0.083400,0.004200,0.163575,0.194458,0.226402,0.004636,0.001784,2.000000,0.028571,1.007220,-0.203298,0.001950,-0.024704,0.015442,1.000000,3.783587,13.267631,0.002633,0.021591,13.000000,15.000000,0.001100,0.009600,1.000000,2.878492,4.298394,0.001516,0.004540,13.000000,14.000000,0.004100,0.006100,0.000000
26.43064880,73.35540009,726.53363037,344.000000,0.062967,5463.217285,-0.666000,0.273650,0.427400,0.095100,0.002300,0.554250,0.256280,0.485299,0.066014,nan,0.006315,54476.945313,-0.728800,0.265950,0.545850,0.093200,0.003750,0.260390,0.235349,0.366795,0.026652,0.010208,10.000000,0.029070,1.001457,-0.333726,-0.010051,-0.004551,0.000153,0.988372,5.971478,20.792885,0.013155,0.028448,17.000000,18.000000,0.003800,0.007850,0.993750,3.893047,13.226141,0.002948,0.018365,18.000000,17.000000,0.004450,0.005600,0.000000
26.66670036,73.40049744,726.97741699,847.000000,0.235459,3597.236084,-0.467100,0.366600,0.448500,0.102300,0.001900,0.503383,0.298294,0.514194,0.172152,nan,0.025359,33401.019531,-0.475400,0.275900,0.677800,0.111300,0.004700,0.318528,0.269980,0.476315,0.209307,0.006679,19.000000,0.022432,1.000591,-0.220565,0.028601,0.062847,0.028015,0.995277,4.887706,20.347885,0.013357,0.030645,16.000000,18.000000,0.002500,0.009300,1.000000,4.585557,27.737680,0.006288,0.045775,17.000000,17.000000,0.001900,0.009200,0.000000
25.29269981,72.37069702,726.95397949,4751.000000,0.885934,5362.701660,-0.319600,0.417300,0.745000,0.189300,0.001800,0.318126,0.242467,0.496632,0.101405,nan,0.097512,48722.218750,-0.399200,0.454600,0.710700,0.192400,0.005400,0.335551,0.243755,0.419767,0.082618,0.007985,40.000000,0.008419,1.000105,-0.112083,-0.028999,0.080795,-0.022522,0.990107,6.215279,16.679916,0.007490,0.043615,16.000000,15.000000,0.001500,0.008200,1.000000,5.209202,12.647747,0.009573,0.025769,17.000000,15.000000,0.001900,0.009800,0.000000
25.13159943,72.64050293,726.39971924,137.000000,0.027547,4973.315430,-0.598500,0.426200,0.329000,0.093100,0.004000,0.404845,0.256041,0.474379,0.173556,nan,0.002499,54820.285156,-0.272250,0.698700,0.011000,0.090300,0.007450,0.298186,0.360290,0.520722,0.025359,0.004507,7.000000,0.051095,1.003670,-0.306414,-0.009901,-0.003750,0.019714,0.992701,4.101676,20.818027,0.003706,0.027964,17.000000,19.000000,0.003500,0.009000,1.000000,4.773438,9.856108,0.003209,0.016682,16.000000,21.000000,0.003600,0.013150,0.000000
24.76619911,72.19999695,726.46179199,101.000000,0.022180,4553.735352,-0.473000,0.559900,0.262400,0.103800,0.007200,0.444986,0.325852,0.439482,0.129927,0.006650,0.002067,48858.109375,-0.672450,0.378150,0.458500,0.087750,0.005150,0.407783,0.319114,0.318417,0.095531,0.004039,5.000000,0.049505,1.004988,-0.254007,-0.000751,0.012848,0.004669,1.000000,4.983776,35.197464,0.004579,0.045631,14.000000,24.000000,0.001800,0.016100,1.000000,3.935258,13.042133,0.002285,0.016833,13.000000,22.500000,0.001600,0.011500,0.000000
25.18239975,72.44110107,726.69421387,80.000000,0.018492,4326.148926,-0.109700,0.627600,0.757600,0.087050,0.006000,0.242079,0.263384,0.589866,0.128357,nan,0.001527,52397.179688,-0.129100,0.510600,0.815600,0.083400,0.006500,0.255350,0.301417,0.507726,0.137449,nan,0.000000,0.000000,1.006309,-0.645087,-0.007350,0.006302,0.003815,0.975000,20.409536,17.885603,0.047536,0.017500,17.000000,17.000000,0.002100,0.008400,0.971429,29.528137,12.764380,0.069484,0.013488,18.000000,16.000000,0.001500,0.006900,0.000000
26.82180023,73.34989929,727.41442871,193.000000,0.054391,3548.375244,-0.251300,0.542000,0.520100,0.097000,0.004800,0.275220,0.246336,0.619496,0.171445,nan,0.005316,36304.175781,-0.162200,0.444200,0.837750,0.124700,0.004650,0.320662,0.227785,0.650338,0.078876,0.002673,7.000000,0.036269,1.002601,-0.296085,0.014951,0.002350,-0.037018,0.989637,4.859184,12.894804,0.005194,0.027473,16.000000,17.000000,0.003600,0.008400,1.000000,3.709051,6.090381,0.003101,0.008256,14.000000,18.000000,0.001100,0.008150,0.000000
27.34524918,73.56684875,728.22045898,78.000000,0.014828,5260.371582,-0.135600,0.351500,0.758300,0.089400,0.005650,0.424392,0.208451,0.679240,0.054391,0.005048,0.001249,62433.808594,0.076100,0.697500,0.584400,0.108600,0.007500,0.195139,0.191701,0.741065,0.061938,0.006784,1.000000,0.012821,1.006473,-0.305747,-0.028000,-0.029446,-0.011353,1.000000,3.233323,31.804779,0.002935,0.032094,16.000000,24.000000,0.002250,0.012650,1.000000,1.690850,43.365913,0.003163,0.049650,16.000000,27.000000,0.003500,0.015800,0.000000
