//X,Y,Z,len(points),areaXZ,densitatXZ,median nx,median ny,median nz,median diff,median m3c2,stdev nx,stdev ny,stdev nz,stdev diff,stdev m3c2,c areaXZ,c densitatXZ,c median nx,c median ny,c median nz,c median diff,c median m3c2,c stdev nx,c stdev ny,c stdev nz,c stdev diff,c stdev m3c2,outliers,outliers dens,stdev z scores,median z scores,dispX,dispY,dispZ,significant change,stdev Npoints cloud1,stdev Npoints cloud2,stdev IQR cloud1,stdev IQR cloud2,median Npoints cloud1,median Npoints cloud2,median IQR cloud1,median IQR cloud2,c significant change,c stdev Npoints cloud1,c stdev Npoints cloud2,c stdev IQR cloud1,c stdev IQR cloud2,c median Npoints cloud1,c median Npoints cloud2,c median IQR cloud1,c median IQR cloud2,label
8.87814999,61.8756485,745.4249878,3142,0.87934,3573.135498,-0.67205,0.5643,0.32655,0.0776,0.0027,0.197394,0.207483,0.246901,0.013701,0.001688,0.094571,33223.79297,-0.6201,0.7177,0.2724,0.0659,0.0023,0.161113,0.177674,0.241751,0.010841,0.002681,5,0.001591,1.000159,-0.105835,-0.1569,-0.022898,-0.059692,1,3.651088,5.795242,0.000655,0.007072,15,15,0.0012,0.005,1,2.867755,10.460994,0.000967,0.016766,13,13,0.0011,0.004,1
7.88320017,60.80749893,745.3380127,45,0.005757,7817.126465,-0.6767,0.6664,0.2669,0.0662,0.0032,0.144041,0.132796,0.160101,0.003597,0.001172,0.00014,321465.0938,-0.7289,0.6721,0.1498,0.0651,0.0031,0.015543,0.011322,0.026987,0.002304,0.000114,0,0,1.0113,0.041856,-0.008,0.003649,-0.025757,1,2.033805,3.300138,0.000294,0.002854,13,15,0.0011,0.0062,1,1.516575,1.48324,0.000152,0.000344,13,14,0.0007,0.006,1
8.84119987,62.56499863,744.0875244,444,0.120604,3681.462158,-0.52905,0.7968,0.2518,0.0726,0.0033,0.149704,0.117986,0.145366,0.013335,0.001555,0.011364,39069.08594,-0.42895,0.8808,0.1712,0.0762,0.0033,0.10894,0.072828,0.101803,0.01152,0.000914,4,0.009009,1.001128,-0.344087,0.013,0.042599,-0.033905,1,1.828773,4.530262,0.000299,0.00418,11,13,0.0011,0.0061,1,1.319779,1.436486,0.000373,0.001868,11,13,0.0012,0.00565,1
8.41419983,61.84790039,744.427002,71,0.00595,11933.62305,-0.8264,0.3037,0.393,0.0627,0.0028,0.122813,0.158048,0.304569,0.002725,0.001615,0.011364,39069.08594,-0.42895,0.8808,0.1712,0.0762,0.0033,0.10894,0.072828,0.101803,0.01152,0.000914,0,0,1.007118,-0.300915,0.0181,-0.01025,0.016479,1,2.363199,4.335061,0.000849,0.003962,18,17,0.0014,0.0053,1,1.319779,1.436486,0.000373,0.001868,11,13,0.0012,0.00565,0
5.35879993,59.81335068,745.7662354,56,0.00882,6349.019043,-0.1531,0.9579,0.1916,0.0638,0.0027,0.128474,0.044563,0.124413,0.003691,0.000913,0.000604,92676.52344,-0.14245,0.958,0.22115,0.0697,0.00225,0.070381,0.017245,0.055848,0.002597,0.000626,0,0,1.00905,-0.224085,0.00475,0.005301,0.012665,1,1.132604,2.613091,0.000427,0.002091,11,12.5,0.0011,0.00485,1,0.788811,2.233582,0.000166,0.001307,11,14,0.00105,0.0042,1
4.31769991,59.90650177,744.4197998,131,0.025355,5166.63916,-0.0217,0.9314,0.3148,0.0892,0.0044,0.194841,0.042746,0.138164,0.015739,0.002879,0.002352,55705.22656,0.11855,0.91675,0.37095,0.10635,0.0034,0.130061,0.015688,0.03911,0.010715,0.001386,0,0,1.003839,0.144846,0.0206,-0.001049,0.026001,1,1.202708,6.857975,0.000385,0.007675,11,15,0.0011,0.0089,1,0.958927,3.559672,0.000205,0.002706,10,13.5,0.00085,0.0063,0
3.93270016,59.53800201,745.4144898,322,0.039438,8164.697754,-0.3207,0.8915,-0.27595,0.07555,0.0033,0.193478,0.084079,0.246685,0.011743,0.001799,0.002992,107611.4375,-0.33295,0.89415,-0.28815,0.07545,0.00175,0.07902,0.034718,0.120854,0.003763,0.000548,0,0,1.001556,-0.117468,-0.0323,0.0028,-0.036407,1,2.952172,4.300263,0.000491,0.004811,16,17,0.0013,0.0062,1,1.959916,2.678545,0.000272,0.001339,17,16,0.0015,0.00315,1
4.20690012,59.51060104,746.4290161,101,0.009347,10805.91797,0.0739,0.9362,0.3032,0.0676,0.0027,0.183496,0.055625,0.158514,0.003557,0.001059,0.000928,108804.6172,0.1403,0.9483,0.28025,0.0714,0.0015,0.08763,0.034978,0.062674,0.001611,0.00058,0,0,1.004988,0.204191,-0.0018,0.001501,-0.000885,1,1.88816,2.249092,0.000237,0.002225,11,13,0.0009,0.005,1,1.736803,1.204388,0.000265,0.001083,13,11.5,0.0009,0.0025,1
6.35419989,59.93529892,749.7728272,45,0.002406,18699.68945,-0.2663,0.8452,0.2014,0.0627,0.0045,0.251294,0.118583,0.355079,0.006637,0.002742,0.000117,384835.875,-0.3829,0.7835,-0.1821,0.0747,0.0061,0.252903,0.106163,0.386563,0.007459,0.003132,1,0.022222,1.0113,-0.466254,0.0079,-0.001251,0.008118,1,2.841432,3.707486,0.000787,0.00671,13,14,0.0015,0.0084,1,3.316625,3.354102,0.000975,0.007344,15,16,0.002,0.0122,1
2.33860016,58.9598999,745.0414429,1102,0.219371,5023.455566,-0.25485,0.9406,0.1716,0.0897,0.0031,0.204451,0.063862,0.161105,0.017964,0.001558,0.023722,46454.97656,-0.2854,0.9158,0.1896,0.1168,0.0023,0.184131,0.053959,0.16171,0.009045,0.001309,0,0,1.000454,-0.041432,0.0002,0.027552,-0.013824,1,1.521417,3.43716,0.000352,0.003701,11,13,0.001,0.0053,1,1.335083,2.5505,0.000317,0.00293,11,12,0.001,0.004,1
2.31100011,58.86660004,745.7261963,565,0.091494,6175.236816,-0.3245,0.9195,-0.0209,0.0764,0.003,0.245182,0.08994,0.180069,0.010421,0.001277,0.009439,59860.95313,-0.369,0.9123,-0.0011,0.0875,0.003,0.292918,0.118441,0.198539,0.00796,0.001282,0,0,1.000886,-0.041394,-0.0096,0.012449,-0.047455,1,2.64844,3.723403,0.000382,0.003023,14,14,0.0012,0.0053,1,2.016873,2.256082,0.000376,0.002662,13,12,0.0012,0.0051,1
2.23539996,58.3891983,750.3428955,509,0.078789,6460.313965,-0.312,0.9023,0.117,0.0823,0.0031,0.266669,0.102302,0.239864,0.014697,0.001365,0.008598,59201.60547,-0.1883,0.9428,0.2368,0.0917,0.0021,0.142792,0.054703,0.200646,0.009206,0.000695,0,0,1.000984,-0.028005,0.02835,0.046598,0.024689,1,3.651532,4.285312,0.000461,0.003633,12,14,0.0012,0.0056,1,2.058708,1.094628,0.000333,0.001347,11,12,0.001,0.0037,1
-2.00785017,58.62355042,744.9713745,262,0.033052,7926.791016,0.2158,0.7794,0.53795,0.09655,0.0028,0.204233,0.112613,0.244445,0.01506,0.001598,0.003612,72528.26563,0.2114,0.7639,0.6112,0.1101,0.0025,0.086195,0.040004,0.051471,0.008669,0.000611,0,0,1.001914,0.03108,-0.0038,0.005301,0.028473,1,3.511556,5.775352,0.000774,0.00449,15,18,0.0011,0.0059,1,2.944688,4.073333,0.000286,0.001583,16,18,0.001,0.0053,0
-1.24444997,58.28314972,745.819519,266,0.084034,3165.374756,-0.04825,0.9219,0.2287,0.0864,0.0055,0.311294,0.196459,0.324485,0.028221,nan,0.008259,32207.41992,-0.073,0.9386,0.2786,0.1026,0.0064,0.234121,0.08876,0.188372,0.028227,0.00392,7,0.026316,1.001885,-0.197793,0.01545,0.012951,0.026917,0.996241,7.369139,11.060001,0.007833,0.015861,15,16,0.0067,0.0086,1,8.699394,6.640218,0.008338,0.009059,15,16,0.0069,0.0086,0
-2.48519993,57.45330048,747.4907837,83,0.023323,3558.734619,-0.0607,0.9149,0.2194,0.0773,0.0014,0.292561,0.147038,0.323865,0.029997,nan,0.001815,45736.10938,-0.0445,0.9351,0.2169,0.0784,0.0034,0.266604,0.09863,0.235866,0.0193,nan,1,0.012048,1.006079,-0.195378,-0.00615,-0.010099,0.006958,0.963855,2.629318,10.180418,0.003385,0.037644,12,10,0.0022,0.0047,0.957447,1.673652,9.668129,0.001807,0.033198,12,9,0.002,0.0036,0
-2.40525007,57.64980316,747.5844727,110,0.033034,3329.923096,-0.3883,0.8945,0.0967,0.2425,nan,0.176416,0.064714,0.20253,0.040238,nan,0.003263,33711.88672,-0.34875,0.9284,0.1104,0.2485,0.0079,0.091104,0.039929,0.12505,0.01878,nan,0,0,1.004577,0.110485,0.00895,0.006552,0.004456,0.936364,1.973574,14.805056,0.001323,0.025088,13,21,0.0017,0.0165,0.916667,1.750776,9.909646,0.000649,0.009657,13,20,0.0018,0.01785,0
2.87619996,58.79370117,751.5905151,833,0.144647,5758.851563,0.0837,0.8169,-0.0097,0.1408,0.0064,0.437798,0.232278,0.457227,0.095202,nan,0.015866,52501.93359,0.1075,0.83005,0.1243,0.14075,0.0047,0.340421,0.198795,0.473791,0.082499,0.008308,9,0.010804,1.000601,-0.087494,-0.0043,-0.037548,0.007202,0.991597,6.561223,14.224212,0.009705,0.03771,16,16,0.0032,0.0091,1,4.234342,16.761301,0.008463,0.044843,17,15,0.0031,0.00695,0
11.62010002,72.00800323,719.321106,187,0.047261,3956.747803,-0.3485,0.3985,-0.1933,0.0984,0.0065,0.582161,0.29769,0.46602,0.032901,0.008355,0.00464,40303.625,-0.487,0.2613,-0.227,0.0851,0.0069,0.550938,0.252516,0.511826,0.026229,0.005405,0,0,1.002685,-0.239632,-0.0137,0.009304,-0.000397,1,4.06021,14.113056,0.00392,0.031458,16,19,0.0043,0.0122,1,3.475598,15.725028,0.003816,0.023818,16,25,0.0023,0.0174,0
11.21245003,72.27130127,720.142334,524,0.140445,3730.986084,-0.3433,0.71215,-0.01035,0.13585,nan,0.443114,0.225371,0.471455,0.116354,nan,0.014912,35138.625,-0.3236,0.7419,0.0406,0.1214,0.0073,0.488325,0.235209,0.408592,0.105461,0.010729,9,0.017176,1.000956,-0.110661,0.031,-0.003696,0.012177,0.98855,4.874456,15.416977,0.005922,0.041477,17,18,0.0043,0.011,1,3.472767,14.781698,0.002741,0.033587,17,21,0.0038,0.0165,0
11.77760029,72.56340027,720.4838867,81,0.015687,5163.584961,-0.2298,0.706,-0.1261,0.0855,0.0075,0.538822,0.323545,0.454381,0.040278,0.006949,0.000711,113851.4297,-0.9133,0.11,0.3381,0.0666,0.0075,0.302344,0.248102,0.524573,0.001933,0.005543,0,0,1.006231,-0.388891,-0.0082,-0.001598,0.013824,1,4.111449,28.019823,0.002375,0.035262,17,25,0.0024,0.0145,1,1.90238,21.414282,0.003097,0.028812,18,12,0.0032,0.0133,0
9.77859974,71.49310303,720.5872803,219,0.035033,6251.311523,-0.2281,0.7483,-0.2459,0.0988,0.0053,0.299198,0.30723,0.557455,0.206082,0.004133,0.003109,70449.0625,-0.2692,0.9465,0.1439,0.111,0.005,0.22667,0.094356,0.258819,0.034742,0.006887,13,0.059361,1.002291,-0.276065,0.0083,-0.005795,-0.028717,1,4.079984,18.051468,0.003925,0.018824,16,18,0.0037,0.0089,1,1.855922,12.175796,0.001883,0.022865,14,21,0.0039,0.0096,0
8.90534973,70.81614685,720.2376709,210,0.04493,4673.984375,-0.06615,0.934,-0.0051,0.1042,0.00585,0.384309,0.265128,0.286474,0.039195,0.006007,0.004702,44660.60156,-0.049,0.9446,0.0775,0.1123,0.0065,0.377031,0.217937,0.24464,0.019232,0.00361,1,0.004762,1.002389,-0.063681,0.00305,-0.0047,0.018311,1,7.402384,13.434618,0.007638,0.025941,15,20,0.0015,0.012,1,2.947631,11.601291,0.000847,0.011794,14,22,0.0015,0.0149,0
8.21339989,70.57150269,720.1906738,97,0.021775,4454.548828,-0.3189,0.5804,0.2113,0.0751,0.0062,0.563435,0.2918,0.441911,0.0448,0.002578,0.002247,43165.59375,-0.6415,0.45135,0.3235,0.0779,0.00785,0.771075,0.289451,0.305163,0.075224,0.002269,6,0.061856,1.005195,-0.351339,-0.000751,0.007851,-0.014374,1,4.105409,9.506679,0.002918,0.010209,17,17,0.0049,0.0115,1,5.094576,6.507381,0.003654,0.009002,15.5,19.5,0.0027,0.01745,0
7.28789997,70.73554993,723.5219116,1032,0.234736,4396.421387,-0.37915,0.67235,0.51185,0.1476,0.0021,0.346727,0.220662,0.325002,0.288993,nan,0.025401,40628.11328,-0.31165,0.6646,0.57,0.13985,0.0046,0.250843,0.170644,0.256272,0.285397,0.01628,10,0.00969,1.000485,-0.327294,-0.0573,0.067249,-0.016235,0.996124,5.347399,8.872104,0.029789,0.042769,15,17,0.0025,0.007,1,3.986476,6.994219,0.025275,0.040091,15,15,0.00255,0.00815,0
10.78499985,71.94229889,722.6035156,106,0.013538,7829.887207,0.0071,0.9464,0.3148,0.0728,0.0031,0.075204,0.056093,0.258205,0.0079,0.001377,0.001169,90647.65625,0.062,0.95,0.2774,0.082,0.0026,0.073139,0.055751,0.27693,0.003854,0.001276,0,0,1.004751,-0.060709,0.00735,0.002449,0.010345,1,1.797073,3.241091,0.000467,0.00297,11,12.5,0.001,0.0055,1,1.694637,1.517232,0.000554,0.002492,11,12,0.001,0.004,1
9.82610035,71.33640289,722.4846191,69,0.016392,4209.32666,0.0918,0.838,-0.1065,0.0758,0.0045,0.376784,0.277742,0.478866,0.12803,0.002592,0.00155,44506.04297,-0.048,0.9413,0.2449,0.0806,0.0052,0.291165,0.209813,0.307401,0.230605,0.002615,1,0.014493,1.007326,-0.124678,0.0097,-0.0126,-0.010315,1,3.104736,7.3799,0.003159,0.00875,14,19,0.0034,0.0079,1,2.974495,6.383386,0.002281,0.00815,12,18,0.0018,0.0115,0
8.71319962,70.98760223,722.6832886,593,0.104768,5660.129395,-0.4908,0.8044,0.0769,0.0875,0.0053,0.370166,0.21073,0.326556,0.024553,0.002935,0.011141,53225.88281,-0.4424,0.8332,-0.0014,0.088,0.0057,0.346617,0.180486,0.320674,0.028764,0.002914,11,0.01855,1.000844,-0.048146,-0.00325,0.015652,0.013275,1,2.692405,9.554297,0.001141,0.009957,13,19,0.0016,0.0111,1,2.3383,8.663535,0.000654,0.009719,13,18,0.0015,0.012,1
7.14550018,70.00559998,722.4550781,119,0.025714,4627.834961,-0.5903,0.2719,0.5091,0.1091,0.0076,0.646708,0.255037,0.43692,0.035416,0.011155,0.001617,73596.65625,-0.6008,0.2487,0.5091,0.1124,0.005,0.599807,0.194607,0.269963,0.020204,0.003903,2,0.016807,1.004228,-0.104581,0.01315,-0.008999,0.001404,1,6.999959,18.886866,0.008923,0.044034,17,17,0.0034,0.0134,1,9.256975,9.383702,0.010624,0.009282,17,11,0.003,0.0072,0
7.17299986,70.24340057,722.0490723,81,0.019112,4238.136719,0.0721,0.8098,0.0419,0.0793,0.0057,0.512045,0.260952,0.351989,0.037787,0.012966,0.000778,104100.1094,0.292,0.8791,-0.2167,0.0931,0.0042,0.280004,0.084366,0.352534,0.007637,0.001308,2,0.024691,1.006231,-0.186404,-0.0261,-0.000851,0.02475,1,8.187521,15.236469,0.021907,0.042551,12,19,0.0025,0.0104,1,2.682246,4.833333,0.002496,0.00382,17,19,0.0027,0.0082,0
7.7482996,70.70135498,723.3500977,352,0.08851,3976.9729,0.2314,0.8161,-0.07495,0.1517,0.00705,0.516248,0.287602,0.346894,0.160242,0.013835,0.008772,40128.67578,-0.1045,0.9055,-0.025,0.1549,0.0075,0.484203,0.307855,0.326731,0.273485,0.011483,2,0.005682,1.001423,-0.18626,0.02265,0.009602,0.002502,1,5.913387,32.016636,0.03163,0.052963,16,22,0.0036,0.0154,1,4.664337,39.873615,0.003702,0.056887,17,25,0.0037,0.0188,0
7.91094971,70.44555664,723.7930908,82,0.009847,8327.595703,0.048,0.71225,0.68335,0.11585,nan,0.22411,0.127227,0.226979,0.046468,nan,0.000861,95273.11719,-0.0923,0.7001,0.70675,0.0829,0.00225,0.154812,0.10762,0.299197,0.063679,0.009863,1,0.012195,1.006154,0.070503,-0.00515,-0.001549,-0.009766,0.987805,6.40156,19.145164,0.007087,0.043902,16,8.5,0.0019,0.00465,1,8.57649,27.381817,0.009529,0.061423,15,8,0.0018,0.00295,0
7.44534969,69.89535522,723.3530273,102,0.036401,2802.092041,0.32535,0.7704,0.2971,0.0923,0.00605,0.423003,0.292558,0.528448,0.047618,0.018817,0.003063,33306.05469,0.3976,0.8001,0.4294,0.0756,0.0039,0.185977,0.0615,0.186295,0.012611,0.001886,4,0.039216,1.004938,-0.302366,-0.01115,-0.012997,-0.016449,0.990196,4.330234,26.783449,0.001992,0.086903,16,15,0.0018,0.0117,1,4.584732,4.552722,0.001885,0.005278,17,14,0.0022,0.0068,0
5.41470003,68.50309753,722.2851563,98,0.015652,6261.372559,0.1125,0.78495,0.6149,0.0855,0.0055,0.091483,0.131675,0.176728,0.015711,0.002858,0.000747,131185.3438,0.13455,0.69965,0.68885,0.09095,0.00645,0.08786,0.113558,0.148009,0.008611,0.002633,0,0,1.005141,-0.120641,0.0085,-0.014301,0.01059,1,2.419675,7.805008,0.000557,0.007878,14,16,0.001,0.01175,1,2.189837,6.84656,0.000408,0.007841,16,19,0.0009,0.0142,0
3.86080003,67.87619781,722.9641724,173,0.039495,4380.254395,-0.0814,0.9175,0.2286,0.0676,0.0024,0.16975,0.067115,0.316381,0.005772,0.001898,0.003943,43875.24219,-0.0438,0.93355,0.07205,0.06885,0.0025,0.210377,0.08391,0.330044,0.00591,0.001661,4,0.023121,1.002903,-0.091899,0.00125,-0.0149,-0.014618,1,2.632572,2.836104,0.00095,0.004293,12,12,0.0012,0.0036,1,2.549753,2.646495,0.000746,0.003864,12,12,0.00135,0.004,0
3.57219982,67.85134888,722.7944336,52,0.005895,8821.726563,-0.19835,0.77375,0.41725,0.0647,0.00335,0.260282,0.097148,0.407245,0.007497,0.002861,0.000317,163889.5156,-0.0266,0.6571,0.7514,0.064,0.0029,0.202028,0.056109,0.167658,0.003313,0.00082,1,0.019231,1.009756,-0.349171,0.01295,-0.002449,0.015594,1,2.058349,6.592508,0.001278,0.00842,13,14,0.0015,0.00585,1,2.429972,1.397276,0.000723,0.001445,14,12,0.0012,0.0049,0
3.23504996,67.97015381,722.3677979,106,0.028842,3675.151367,-0.047,0.8193,-0.55055,0.0966,0.00795,0.219242,0.198302,0.219934,0.021443,0.014342,0.002149,49327.11719,-0.1486,0.5985,-0.7994,0.1005,0.0067,0.135578,0.138054,0.131364,0.01243,0.014781,0,0,1.004751,0.159051,0.0295,-0.010597,-0.006226,1,3.407407,18.938061,0.00214,0.056483,19,17,0.0019,0.01725,1,2.628737,23.076517,0.002452,0.059406,19,16,0.0022,0.0124,0
2.69199991,67.80639648,722.6068726,59,0.013121,4496.512695,0.0664,0.8866,0.0653,0.0707,0.0059,0.335747,0.140109,0.416242,0.019407,0.002283,0.000695,84881.875,0.04295,0.86925,-0.37305,0.0694,0.0061,0.1592,0.050454,0.499336,0.009121,0.001615,1,0.016949,1.008584,-0.401312,0.00385,-0.012253,0.016724,1,3.797089,6.998706,0.002073,0.006659,13,16,0.0021,0.012,1,2.875181,3.272783,0.001938,0.004155,17,18.5,0.00205,0.01345,0
2.42560005,67.70449829,723.0493774,1357,0.304437,4457.413086,-0.0453,0.8438,0.1235,0.1687,0.0056,0.398797,0.218765,0.423015,0.07741,0.004864,0.033664,40309.65234,0.00975,0.87505,0.07925,0.1726,0.0053,0.420149,0.169257,0.329484,0.051699,0.002696,0,0,1.000369,-0.049737,0.03635,-0.009003,-0.070221,1,3.687615,12.376409,0.003099,0.014397,16,18,0.0015,0.0114,1,2.889784,10.03995,0.00157,0.010206,15,17,0.0015,0.0106,0
3.22049999,67.78160095,723.8831177,55,0.003966,13866.43164,-0.2006,0.967,-0.1057,0.0646,0.003,0.296611,0.136351,0.163501,0.003562,0.001571,0.000133,414328.9063,0.0415,0.97355,-0.1969,0.0677,0.0033,0.176724,0.003427,0.093066,0.001575,0.000866,0,0,1.009217,-0.18236,0.0076,0.002003,-0.013092,1,2.363727,3.553061,0.00042,0.004117,13,14,0.0015,0.0056,1,2.753785,2.380476,0.000189,0.001931,13.5,13.5,0.00135,0.006,1
2.60940003,67.64865112,723.3552856,66,0.002399,27512.80273,-0.18375,0.91775,-0.2912,0.09025,0.0069,0.225106,0.094834,0.25227,0.009429,0.002103,0.000123,536012.4375,-0.14125,0.9529,-0.03145,0.09485,0.00545,0.125216,0.052933,0.269537,0.008294,0.00247,0,0,1.007663,0.210826,0.0023,0.0112,-0.008453,1,2.686407,5.778588,0.000608,0.006705,16,30,0.0015,0.0188,1,3.251373,5.365232,0.000262,0.007808,14.5,28,0.00135,0.01435,0
2.13389993,67.834198,722.8439941,56,0.012313,4548.007813,0.0196,0.7594,0.6087,0.0718,0.00265,0.293799,0.159048,0.235559,0.066525,0.002018,0.000795,70417,0.0441,0.7098,0.7043,0.0757,0.0021,0.142952,0.048481,0.060581,0.002882,0.000571,1,0.017857,1.00905,-0.172564,0.00005,0.015049,-0.015625,1,3.198011,5.274017,0.002367,0.00588,13,13,0.0013,0.0041,1,2.17945,0.866025,0.000641,0.000971,13,12,0.0017,0.0032,0
0.44279999,66.82440186,727.5078125,97,0.019169,5060.129395,-0.5173,0.7182,-0.192,0.0744,0.0043,0.223622,0.277118,0.348571,0.010306,0.002738,0.001902,51001,-0.5047,0.8291,-0.1148,0.0751,0.0045,0.1388,0.147481,0.287369,0.009316,0.003148,1,0.010309,1.005195,-0.163392,-0.01445,0.009502,-0.006561,1,4.537075,8.310075,0.004189,0.009773,16,16,0.0056,0.0061,1,4.585485,4.04475,0.006142,0.00746,16,14,0.0035,0.007,0
0.06725,66.50610352,727.1362305,48,0.011842,4053.25293,0.5064,0.7592,0.1975,0.0699,0.0061,0.409631,0.149527,0.364361,0.028827,0.006515,0.00057,84222.98438,0.5998,0.7592,0.0253,0.0666,0.00525,0.074469,0.036899,0.231501,0.005148,0.005875,0,0,1.010582,-0.466541,0.0037,-0.015099,0.01178,1,3.752954,8.398644,0.005182,0.020433,17,18,0.0031,0.01155,1,1.946247,6.921092,0.001054,0.019934,18.5,19,0.00335,0.01115,0
-3.62170005,64.3667984,730.2393799,40,0.008304,4816.957031,-0.04,0.6633,0.4231,0.1397,0.0076,0.331337,0.220804,0.390418,0.077897,0.00428,0.000197,203528.8438,0.7942,0.6076,-0.0041,0.3514,0.0109,0.556842,0.157188,0.191746,0.119382,0.001744,0,0,1.012739,-0.111159,0.0072,-0.01305,0.010559,1,4.025241,13.025985,0.006818,0.015391,13,19,0.0008,0.0108,1,5.196152,10.904346,0.012169,0.010593,23,6,0.0235,0.0065,0
-4.38310003,64.12595367,731.534668,422,0.107878,3911.825195,-0.08555,0.7837,0.5983,0.45565,nan,0.199678,0.081595,0.168567,0.051379,nan,0.01068,39511.57422,-0.0922,0.7871,0.6035,0.4587,0.00275,0.187881,0.061378,0.197904,0.019765,0.001495,2,0.004739,1.001187,-0.109585,0.0299,0.004955,0.036865,0.985782,2.891132,6.941385,0.000442,0.020156,13,15,0.0011,0.007,1,2.535837,4.177617,0.000408,0.004007,12,13,0.0012,0.0051,0
-5.79080009,60.54959869,740.8690796,69,0.005883,11729.47559,0.3576,0.8469,0.3452,0.0666,0.0029,0.225066,0.080878,0.190278,0.013894,0.001527,0.000333,207275.0469,0.24885,0.93,0.22805,0.0651,0.0025,0.074633,0.028666,0.09595,0.002858,0.00051,3,0.043478,1.007326,-0.190598,-0.01185,0.001749,-0.008881,1,2.212304,3.512552,0.001791,0.003658,17,19,0.0016,0.006,1,0.957427,2.44949,0.000714,0.000794,13.5,17.5,0.00205,0.0049,0
-5.2888999,60.04154968,741.8607178,482,0.090292,5338.22168,-0.0558,0.80005,0.366,0.1203,0.0048,0.377554,0.199704,0.401024,0.0401,0.009931,0.009555,50444.60547,-0.27545,0.717,0.49885,0.12865,0.004,0.341056,0.196302,0.378424,0.030615,0.004931,9,0.018672,1.001039,-0.079541,0.0028,-0.012701,0.032684,0.997925,9.208997,25.266809,0.012937,0.081544,14,13,0.0024,0.0081,1,5.477287,15.484261,0.005998,0.016344,14,13,0.00245,0.0064,0
-5.37989998,60.15679932,741.4833984,56,0.01377,4066.710938,-0.21835,0.91285,0.2932,0.0673,0.0033,0.222837,0.173522,0.318402,0.015721,0.004585,0.000796,70387.74219,-0.25965,0.898,0.3427,0.069,0.0027,0.233174,0.171806,0.099765,0.002519,0.001185,1,0.017857,1.00905,-0.209177,-0.02835,-0.00445,-0.014374,1,8.856412,9.597822,0.009739,0.014238,12,12,0.001,0.0053,1,2.503028,2.081666,0.001045,0.002303,10,11.5,0.0009,0.00485,0
-5.54610014,60.35599899,741.0581055,85,0.008434,10078.48926,0.6,0.6712,0.4163,0.0843,0.0022,0.373164,0.082415,0.180631,0.015544,nan,0.000752,113072.25,0.6512,0.6541,0.3873,0.086,0.0044,0.240516,0.081024,0.092861,0.009072,nan,1,0.011765,1.005935,0.053446,0.01065,0.007648,0.009644,0.941176,14.923915,8.695406,0.017349,0.009206,18,12,0.0018,0.0133,0.909091,3.188046,4.568668,0.000194,0.007489,19,10,0.0012,0.0077,0
-6.47340012,60.42279816,741.4907227,45,0.002437,18466.78906,0.4119,0.7695,0.4811,0.0638,0.0027,0.355837,0.105512,0.25713,0.002888,0.001271,0.000199,226156.7188,0.468,0.78485,0.3432,0.06365,0.0024,0.178184,0.027058,0.216588,0.00186,0.001827,0,0,1.0113,-0.189896,-0.00795,0.001198,-0.003876,1,2.524626,4.111453,0.000794,0.002992,18,17,0.0017,0.0051,1,1.995531,2.56348,0.001065,0.004225,18.5,18.5,0.00195,0.00425,0
-4.0151,57.49565125,746.1436768,112,0.02757,4062.36377,-0.22975,0.9376,0.02065,0.06955,0.0044,0.34594,0.244925,0.24548,0.015909,0.024643,0.002253,49709.30859,-0.2136,0.9427,0.0198,0.0723,0.0037,0.323631,0.188364,0.188784,0.008855,0.0178,3,0.026786,1.004494,-0.214844,0.00255,-0.009848,-0.009827,0.982143,3.010586,14.107668,0.001552,0.092198,13,19,0.0019,0.0096,0.974359,3.46527,6.837126,0.000926,0.065099,13,17,0.0022,0.0069,0
-5.52960014,58.16540146,745.6046143,763,0.099502,7668.192871,0.5246,0.6257,0.4624,0.1101,0.0033,0.31133,0.256733,0.339163,0.073926,0.004818,0.010021,76136.53125,0.58265,0.5679,0.4251,0.1077,0.003,0.234421,0.245033,0.306487,0.02609,0.001991,4,0.005242,1.000656,-0.183119,0.0095,-0.016449,0.001373,1,5.800142,11.614395,0.007734,0.024221,15,20,0.0014,0.0058,1,5.045552,5.485976,0.004557,0.004781,16,19,0.0015,0.0044,0
-5.45270014,57.87820053,745.8640747,264,0.040248,6559.299316,0.5629,0.6433,0.0551,0.1032,0.005,0.363919,0.332355,0.422591,0.051443,0.004063,0.003863,68332.10156,0.6045,0.6553,0.001,0.117,0.0046,0.243864,0.268835,0.435254,0.04106,0.001917,6,0.022727,1.001899,-0.2504,-0.0029,-0.002449,0.004517,1,7.549842,34.703808,0.006414,0.028957,13,20,0.0021,0.008,1,4.821253,6.809902,0.003932,0.005041,13,18,0.0016,0.0063,0
-3.12104988,57.29150009,747.6243897,106,0.021452,4941.17041,0.0626,0.945,0.21585,0.08115,0.0046,0.095606,0.060038,0.312499,0.014624,0.001593,0.001943,54547.39063,0.0862,0.9463,0.3051,0.087,0.00505,0.084006,0.06008,0.226151,0.007067,0.001911,0,0,1.004751,-0.020806,0.0119,0.001301,-0.020142,1,3.114583,3.923676,0.00219,0.003991,13,16,0.0019,0.00915,1,2.826896,2.623982,0.002999,0.004602,13,14,0.00265,0.0078,0
